"Level","Date","cases_ma","cases_total_14","tests_ma","tests_total_14","cases_ma_percentdiff","cases_total_percentdiff","tests_ma_percentdiff","tests_total_percentdiff","Level_Type"
"Anderson",2020-09-30,5.07142857142857,71,25.7857142857143,361,0,0,0,0,"County"
"Anderson",2020-10-07,6.35714285714286,89,40.2857142857143,564,25.3521126760563,25.3521126760564,56.2326869806094,56.2326869806094,"County"
"Anderson",2020-10-14,7.85714285714286,110,61.0714285714286,855,54.9295774647887,54.9295774647887,136.842105263158,136.842105263158,"County"
"Anderson",2020-10-21,6,84,71.8571428571429,1006,18.3098591549296,18.3098591549296,178.670360110803,178.670360110803,"County"
"Anderson",2020-10-28,5.42857142857143,76,103.428571428571,1448,7.04225352112677,7.04225352112675,301.108033240997,301.108033240997,"County"
"Anderson",2020-11-04,4.64285714285714,65,115,1610,-8.4507042253521,-8.45070422535211,345.983379501385,345.983379501385,"County"
"Anderson",2020-11-11,5.92857142857143,83,123.428571428571,1728,16.9014084507042,16.9014084507042,378.670360110803,378.670360110803,"County"
"Anderson",2020-11-18,8.64285714285714,121,138,1932,70.4225352112676,70.4225352112676,435.180055401662,435.180055401662,"County"
"Anderson",2020-11-25,9.78571428571429,137,163.5,2289,92.9577464788733,92.9577464788732,534.072022160665,534.072022160665,"County"
"Anderson",2020-12-02,9,126,192.714285714286,2698,77.4647887323944,77.4647887323944,647.368421052632,647.368421052632,"County"
"Anderson",2020-12-09,7.5,105,168.428571428571,2358,47.887323943662,47.887323943662,553.185595567867,553.185595567867,"County"
"Anderson",2020-12-14,8.71428571428571,122,NA,NA,71.8309859154929,71.8309859154929,NA,NA,"County"
"Anderson",2020-12-15,8.07142857142857,113,NA,NA,59.1549295774648,59.1549295774648,NA,NA,"County"
"Anderson",2020-12-16,9.21428571428571,129,180.428571428571,2526,81.6901408450704,81.6901408450704,599.722991689751,599.722991689751,"County"
"Anderson",2020-12-17,15.3571428571429,215,NA,NA,202.816901408451,202.816901408451,NA,NA,"County"
"Anderson",2020-12-18,15.5,217,NA,NA,205.633802816901,205.633802816901,NA,NA,"County"
"Anderson",2020-12-19,16.2142857142857,227,NA,NA,219.718309859155,219.718309859155,NA,NA,"County"
"Anderson",2020-12-20,16.2142857142857,227,NA,NA,219.718309859155,219.718309859155,NA,NA,"County"
"Anderson",2020-12-23,16.7142857142857,234,198.285714285714,2776,229.577464788732,229.577464788732,668.975069252078,668.975069252078,"County"
"Anderson",2020-12-24,18.7142857142857,262,NA,NA,269.014084507042,269.014084507042,NA,NA,"County"
"Anderson",2020-12-25,18.7142857142857,262,NA,NA,269.014084507042,269.014084507042,NA,NA,"County"
"Anderson",2020-12-26,15.9285714285714,223,NA,NA,214.084507042254,214.084507042254,NA,NA,"County"
"Anderson",2020-12-27,15.9285714285714,223,NA,NA,214.084507042254,214.084507042254,NA,NA,"County"
"Anderson",2020-12-30,27,378,185.785714285714,2601,432.394366197183,432.394366197183,620.498614958449,620.498614958449,"County"
"Anderson",2020-12-31,20.2857142857143,284,NA,NA,300,300,NA,NA,"County"
"Andrews",2020-09-30,1.35714285714286,19,11,154,0,0,0,0,"County"
"Andrews",2020-10-07,4.42857142857143,62,8.71428571428571,122,226.315789473684,226.315789473684,-20.7792207792208,-20.7792207792208,"County"
"Andrews",2020-10-14,6.64285714285714,93,17.9285714285714,251,389.473684210526,389.473684210526,62.987012987013,62.987012987013,"County"
"Andrews",2020-10-21,6.42857142857143,90,9.42857142857143,132,373.684210526316,373.684210526316,-14.2857142857143,-14.2857142857143,"County"
"Andrews",2020-10-28,7.85714285714286,110,11.6428571428571,163,478.947368421053,478.947368421053,5.84415584415583,5.84415584415585,"County"
"Andrews",2020-11-04,8.71428571428571,122,22,308,542.105263157895,542.105263157895,100,100,"County"
"Andrews",2020-11-11,10.9285714285714,153,31.4285714285714,440,705.263157894737,705.263157894737,185.714285714286,185.714285714286,"County"
"Andrews",2020-11-18,16.9285714285714,237,26.5714285714286,372,1147.36842105263,1147.36842105263,141.558441558442,141.558441558442,"County"
"Andrews",2020-11-25,16.9285714285714,237,21.7857142857143,305,1147.36842105263,1147.36842105263,98.051948051948,98.0519480519481,"County"
"Andrews",2020-12-02,11.5,161,18.3571428571429,257,747.368421052631,747.368421052631,66.8831168831169,66.8831168831169,"County"
"Andrews",2020-12-09,9.78571428571429,137,14.1428571428571,198,621.052631578947,621.052631578947,28.5714285714286,28.5714285714286,"County"
"Andrews",2020-12-14,12.2142857142857,171,NA,NA,800,800,NA,NA,"County"
"Andrews",2020-12-15,12.2142857142857,171,NA,NA,800,800,NA,NA,"County"
"Andrews",2020-12-16,13.1428571428571,184,13.7142857142857,192,868.421052631579,868.421052631579,24.6753246753247,24.6753246753247,"County"
"Andrews",2020-12-17,12.4285714285714,174,NA,NA,815.78947368421,815.78947368421,NA,NA,"County"
"Andrews",2020-12-18,15.0714285714286,211,NA,NA,1010.52631578947,1010.52631578947,NA,NA,"County"
"Andrews",2020-12-19,12.3571428571429,173,NA,NA,810.526315789474,810.526315789474,NA,NA,"County"
"Andrews",2020-12-20,12.3571428571429,173,NA,NA,810.526315789474,810.526315789474,NA,NA,"County"
"Andrews",2020-12-23,14.7142857142857,206,11.5,161,984.210526315789,984.21052631579,4.54545454545454,4.54545454545454,"County"
"Andrews",2020-12-24,14.7142857142857,206,NA,NA,984.210526315789,984.21052631579,NA,NA,"County"
"Andrews",2020-12-25,14.7142857142857,206,NA,NA,984.210526315789,984.21052631579,NA,NA,"County"
"Andrews",2020-12-26,12.2857142857143,172,NA,NA,805.263157894737,805.263157894737,NA,NA,"County"
"Andrews",2020-12-27,12.2857142857143,172,NA,NA,805.263157894737,805.263157894737,NA,NA,"County"
"Andrews",2020-12-30,9.57142857142857,134,12.1428571428571,170,605.263157894737,605.263157894737,10.3896103896104,10.3896103896104,"County"
"Andrews",2020-12-31,10.3571428571429,145,NA,NA,663.157894736842,663.157894736842,NA,NA,"County"
"Angelina",2020-09-30,6.5,91,78.9285714285714,1105,0,0,0,0,"County"
"Angelina",2020-10-07,6.07142857142857,85,68.7142857142857,962,-6.59340659340659,-6.59340659340659,-12.9411764705882,-12.9411764705882,"County"
"Angelina",2020-10-14,4.14285714285714,58,112.357142857143,1573,-36.2637362637363,-36.2637362637363,42.3529411764706,42.3529411764706,"County"
"Angelina",2020-10-21,5.14285714285714,72,156.571428571429,2192,-20.8791208791209,-20.8791208791209,98.3710407239819,98.3710407239819,"County"
"Angelina",2020-10-28,5.92857142857143,83,137.785714285714,1929,-8.79120879120878,-8.79120879120879,74.5701357466063,74.5701357466063,"County"
"Angelina",2020-11-04,3.5,49,152.857142857143,2140,-46.1538461538462,-46.1538461538462,93.6651583710407,93.6651583710407,"County"
"Angelina",2020-11-11,5.42857142857143,76,116.142857142857,1626,-16.4835164835165,-16.4835164835165,47.1493212669683,47.1493212669683,"County"
"Angelina",2020-11-18,8.57142857142857,120,130.642857142857,1829,31.8681318681319,31.8681318681319,65.5203619909502,65.5203619909502,"County"
"Angelina",2020-11-25,14.7857142857143,207,223.285714285714,3126,127.472527472527,127.472527472527,182.89592760181,182.89592760181,"County"
"Angelina",2020-12-02,13.9285714285714,195,245.571428571429,3438,114.285714285714,114.285714285714,211.131221719457,211.131221719457,"County"
"Angelina",2020-12-09,15.7857142857143,221,294.642857142857,4125,142.857142857143,142.857142857143,273.303167420814,273.303167420814,"County"
"Angelina",2020-12-14,31.0714285714286,435,NA,NA,378.021978021978,378.021978021978,NA,NA,"County"
"Angelina",2020-12-15,28.8571428571429,404,NA,NA,343.956043956044,343.956043956044,NA,NA,"County"
"Angelina",2020-12-16,32,448,384.714285714286,5386,392.307692307692,392.307692307692,387.420814479638,387.420814479638,"County"
"Angelina",2020-12-17,31,434,NA,NA,376.923076923077,376.923076923077,NA,NA,"County"
"Angelina",2020-12-18,27.0714285714286,379,NA,NA,316.483516483516,316.483516483516,NA,NA,"County"
"Angelina",2020-12-19,34.9285714285714,489,NA,NA,437.362637362637,437.362637362637,NA,NA,"County"
"Angelina",2020-12-20,34.9285714285714,489,NA,NA,437.362637362637,437.362637362637,NA,NA,"County"
"Angelina",2020-12-23,31.4285714285714,440,407.071428571429,5699,383.516483516484,383.516483516484,415.746606334842,415.746606334842,"County"
"Angelina",2020-12-24,28.5714285714286,400,NA,NA,339.56043956044,339.56043956044,NA,NA,"County"
"Angelina",2020-12-25,33.1428571428571,464,NA,NA,409.89010989011,409.89010989011,NA,NA,"County"
"Angelina",2020-12-26,33.1428571428571,464,NA,NA,409.89010989011,409.89010989011,NA,NA,"County"
"Angelina",2020-12-27,23.5,329,NA,NA,261.538461538462,261.538461538462,NA,NA,"County"
"Angelina",2020-12-30,25.9285714285714,363,318.5,4459,298.901098901099,298.901098901099,303.529411764706,303.529411764706,"County"
"Angelina",2020-12-31,31.2857142857143,438,NA,NA,381.318681318681,381.318681318681,NA,NA,"County"
"Aransas",2020-09-30,1.14285714285714,16,9.85714285714286,138,0,0,0,0,"County"
"Aransas",2020-10-07,1.07142857142857,15,10.5714285714286,148,-6.25,-6.25,7.24637681159419,7.24637681159421,"County"
"Aransas",2020-10-14,1.21428571428571,17,13.1428571428571,184,6.25,6.25,33.3333333333333,33.3333333333333,"County"
"Aransas",2020-10-21,0.428571428571429,6,11.6428571428571,163,-62.5,-62.5,18.1159420289855,18.1159420289855,"County"
"Aransas",2020-10-28,0.785714285714286,11,12.2142857142857,171,-31.25,-31.25,23.9130434782609,23.9130434782609,"County"
"Aransas",2020-11-04,0.785714285714286,11,13.5714285714286,190,-31.25,-31.25,37.6811594202898,37.6811594202898,"County"
"Aransas",2020-11-11,1.35714285714286,19,15.5714285714286,218,18.75,18.75,57.9710144927536,57.9710144927536,"County"
"Aransas",2020-11-18,1.78571428571429,25,26.5714285714286,372,56.25,56.25,169.565217391304,169.565217391304,"County"
"Aransas",2020-11-25,1.78571428571429,25,35.7857142857143,501,56.25,56.25,263.04347826087,263.04347826087,"County"
"Aransas",2020-12-02,3,42,28.2142857142857,395,162.5,162.5,186.231884057971,186.231884057971,"County"
"Aransas",2020-12-09,3.64285714285714,51,21.1428571428571,296,218.75,218.75,114.492753623188,114.492753623188,"County"
"Aransas",2020-12-14,3.5,49,NA,NA,206.25,206.25,NA,NA,"County"
"Aransas",2020-12-15,3.28571428571429,46,NA,NA,187.5,187.5,NA,NA,"County"
"Aransas",2020-12-16,3.71428571428571,52,23.4285714285714,328,225,225,137.68115942029,137.68115942029,"County"
"Aransas",2020-12-17,3.5,49,NA,NA,206.25,206.25,NA,NA,"County"
"Aransas",2020-12-18,3.35714285714286,47,NA,NA,193.75,193.75,NA,NA,"County"
"Aransas",2020-12-19,3.35714285714286,47,NA,NA,193.75,193.75,NA,NA,"County"
"Aransas",2020-12-20,3.5,49,NA,NA,206.25,206.25,NA,NA,"County"
"Aransas",2020-12-23,3.92857142857143,55,30.2857142857143,424,243.75,243.75,207.246376811594,207.246376811594,"County"
"Aransas",2020-12-24,3.71428571428571,52,NA,NA,225,225,NA,NA,"County"
"Aransas",2020-12-25,3.64285714285714,51,NA,NA,218.75,218.75,NA,NA,"County"
"Aransas",2020-12-26,3.64285714285714,51,NA,NA,218.75,218.75,NA,NA,"County"
"Aransas",2020-12-27,3.92857142857143,55,NA,NA,243.75,243.75,NA,NA,"County"
"Aransas",2020-12-30,3.35714285714286,47,49.0714285714286,687,193.75,193.75,397.826086956522,397.826086956522,"County"
"Aransas",2020-12-31,3.21428571428571,45,NA,NA,181.25,181.25,NA,NA,"County"
"Archer",2020-09-30,1.42857142857143,20,3.64285714285714,51,0,0,0,0,"County"
"Archer",2020-10-07,0.714285714285714,10,6.28571428571429,88,-50,-50,72.5490196078431,72.5490196078431,"County"
"Archer",2020-10-14,1.14285714285714,16,11.5714285714286,162,-20,-20,217.647058823529,217.647058823529,"County"
"Archer",2020-10-21,3.14285714285714,44,12.1428571428571,170,120,120,233.333333333333,233.333333333333,"County"
"Archer",2020-10-28,3.64285714285714,51,12.9285714285714,181,155,155,254.901960784314,254.901960784314,"County"
"Archer",2020-11-04,2.5,35,12.7857142857143,179,75,75,250.980392156863,250.980392156863,"County"
"Archer",2020-11-11,2.07142857142857,29,11.2857142857143,158,45,45,209.803921568627,209.803921568627,"County"
"Archer",2020-11-18,2.42857142857143,34,15.6428571428571,219,70,70,329.411764705882,329.411764705882,"County"
"Archer",2020-11-25,3.85714285714286,54,14.4285714285714,202,170,170,296.078431372549,296.078431372549,"County"
"Archer",2020-12-02,4.21428571428571,59,11.7857142857143,165,195,195,223.529411764706,223.529411764706,"County"
"Archer",2020-12-09,5.42857142857143,76,15.2857142857143,214,280,280,319.607843137255,319.607843137255,"County"
"Archer",2020-12-14,5.78571428571429,81,NA,NA,305,305,NA,NA,"County"
"Archer",2020-12-15,6.28571428571429,88,NA,NA,340,340,NA,NA,"County"
"Archer",2020-12-16,5.42857142857143,76,15.6428571428571,219,280,280,329.411764705882,329.411764705882,"County"
"Archer",2020-12-17,4.35714285714286,61,NA,NA,205,205,NA,NA,"County"
"Archer",2020-12-18,5,70,NA,NA,250,250,NA,NA,"County"
"Archer",2020-12-19,4.64285714285714,65,NA,NA,225,225,NA,NA,"County"
"Archer",2020-12-20,4.64285714285714,65,NA,NA,225,225,NA,NA,"County"
"Archer",2020-12-23,4.71428571428571,66,13.1428571428571,184,230,230,260.78431372549,260.78431372549,"County"
"Archer",2020-12-24,4.42857142857143,62,NA,NA,210,210,NA,NA,"County"
"Archer",2020-12-25,4.21428571428571,59,NA,NA,195,195,NA,NA,"County"
"Archer",2020-12-26,3.64285714285714,51,NA,NA,155,155,NA,NA,"County"
"Archer",2020-12-27,3.92857142857143,55,NA,NA,175,175,NA,NA,"County"
"Archer",2020-12-30,3.78571428571429,53,13.2857142857143,186,165,165,264.705882352941,264.705882352941,"County"
"Archer",2020-12-31,4.28571428571429,60,NA,NA,200,200,NA,NA,"County"
"Armstrong",2020-09-30,0.0714285714285714,1,1.92857142857143,27,0,0,0,0,"County"
"Armstrong",2020-10-07,0,0,2.14285714285714,30,-100,-100,11.1111111111111,11.1111111111111,"County"
"Armstrong",2020-10-14,0.357142857142857,5,2.57142857142857,36,400,400,33.3333333333333,33.3333333333333,"County"
"Armstrong",2020-10-21,0.571428571428571,8,2.21428571428571,31,700,700,14.8148148148148,14.8148148148148,"County"
"Armstrong",2020-10-28,0.642857142857143,9,2.71428571428571,38,800,800,40.7407407407407,40.7407407407407,"County"
"Armstrong",2020-11-04,0.571428571428571,8,3.64285714285714,51,700,700,88.8888888888889,88.8888888888889,"County"
"Armstrong",2020-11-11,0.428571428571429,6,4.92857142857143,69,500,500,155.555555555556,155.555555555556,"County"
"Armstrong",2020-11-18,0.571428571428571,8,6.07142857142857,85,700,700,214.814814814815,214.814814814815,"County"
"Armstrong",2020-11-25,0.785714285714286,11,4.57142857142857,64,1000,1000,137.037037037037,137.037037037037,"County"
"Armstrong",2020-12-02,0.857142857142857,12,3.42857142857143,48,1100,1100,77.7777777777778,77.7777777777778,"County"
"Armstrong",2020-12-09,0.857142857142857,12,2.64285714285714,37,1100,1100,37.037037037037,37.037037037037,"County"
"Armstrong",2020-12-14,0.714285714285714,10,NA,NA,900,900,NA,NA,"County"
"Armstrong",2020-12-15,1.07142857142857,15,NA,NA,1400,1400,NA,NA,"County"
"Armstrong",2020-12-16,1,14,2.78571428571429,39,1300,1300,44.4444444444444,44.4444444444444,"County"
"Armstrong",2020-12-17,1,14,NA,NA,1300,1300,NA,NA,"County"
"Armstrong",2020-12-18,0.928571428571429,13,NA,NA,1200,1200,NA,NA,"County"
"Armstrong",2020-12-19,0.785714285714286,11,NA,NA,1000,1000,NA,NA,"County"
"Armstrong",2020-12-20,0.785714285714286,11,NA,NA,1000,1000,NA,NA,"County"
"Armstrong",2020-12-23,0.642857142857143,9,2.92857142857143,41,800,800,51.8518518518518,51.8518518518519,"County"
"Armstrong",2020-12-24,0.571428571428571,8,NA,NA,700,700,NA,NA,"County"
"Armstrong",2020-12-25,0.571428571428571,8,NA,NA,700,700,NA,NA,"County"
"Armstrong",2020-12-26,0.571428571428571,8,NA,NA,700,700,NA,NA,"County"
"Armstrong",2020-12-27,0.571428571428571,8,NA,NA,700,700,NA,NA,"County"
"Armstrong",2020-12-30,0.214285714285714,3,1.57142857142857,22,200,200,-18.5185185185185,-18.5185185185185,"County"
"Armstrong",2020-12-31,0.214285714285714,3,NA,NA,200,200,NA,NA,"County"
"Atascosa",2020-09-30,1,14,95.5,1337,0,0,0,0,"County"
"Atascosa",2020-10-07,0.857142857142857,12,67.4285714285714,944,-14.2857142857143,-14.2857142857143,-29.3941660433807,-29.3941660433807,"County"
"Atascosa",2020-10-14,1.28571428571429,18,90.3571428571429,1265,28.5714285714286,28.5714285714286,-5.38519072550486,-5.38519072550486,"County"
"Atascosa",2020-10-21,1.5,21,76.8571428571429,1076,50,50,-19.5213163799551,-19.5213163799551,"County"
"Atascosa",2020-10-28,1.78571428571429,25,68.1428571428571,954,78.5714285714286,78.5714285714286,-28.6462228870606,-28.6462228870606,"County"
"Atascosa",2020-11-04,1.78571428571429,25,66.4285714285714,930,78.5714285714286,78.5714285714286,-30.4412864622289,-30.4412864622289,"County"
"Atascosa",2020-11-11,2,28,67.8571428571429,950,100,100,-28.9454001495886,-28.9454001495886,"County"
"Atascosa",2020-11-18,5.5,77,99.0714285714286,1387,450,450,3.73971578160059,3.73971578160059,"County"
"Atascosa",2020-11-25,9.64285714285714,135,132.5,1855,864.285714285714,864.285714285714,38.7434554973822,38.7434554973822,"County"
"Atascosa",2020-12-02,12.4285714285714,174,152.785714285714,2139,1142.85714285714,1142.85714285714,59.9850411368736,59.9850411368736,"County"
"Atascosa",2020-12-09,14.3571428571429,201,152.357142857143,2133,1335.71428571429,1335.71428571429,59.5362752430815,59.5362752430815,"County"
"Atascosa",2020-12-14,16.2857142857143,228,NA,NA,1528.57142857143,1528.57142857143,NA,NA,"County"
"Atascosa",2020-12-15,16.7142857142857,234,NA,NA,1571.42857142857,1571.42857142857,NA,NA,"County"
"Atascosa",2020-12-16,20.5,287,161.785714285714,2265,1950,1950,69.4091249065071,69.4091249065071,"County"
"Atascosa",2020-12-17,20.6428571428571,289,NA,NA,1964.28571428571,1964.28571428571,NA,NA,"County"
"Atascosa",2020-12-18,23.9285714285714,335,NA,NA,2292.85714285714,2292.85714285714,NA,NA,"County"
"Atascosa",2020-12-19,23.8571428571429,334,NA,NA,2285.71428571429,2285.71428571429,NA,NA,"County"
"Atascosa",2020-12-20,23.8571428571429,334,NA,NA,2285.71428571429,2285.71428571429,NA,NA,"County"
"Atascosa",2020-12-23,30.7142857142857,430,162.142857142857,2270,2971.42857142857,2971.42857142857,69.7830964846672,69.7830964846672,"County"
"Atascosa",2020-12-24,30.7142857142857,430,NA,NA,2971.42857142857,2971.42857142857,NA,NA,"County"
"Atascosa",2020-12-25,30.5,427,NA,NA,2950,2950,NA,NA,"County"
"Atascosa",2020-12-26,28.5714285714286,400,NA,NA,2757.14285714286,2757.14285714286,NA,NA,"County"
"Atascosa",2020-12-27,28.5714285714286,400,NA,NA,2757.14285714286,2757.14285714286,NA,NA,"County"
"Atascosa",2020-12-30,17.6428571428571,247,144.642857142857,2025,1664.28571428571,1664.28571428571,51.4584891548242,51.4584891548242,"County"
"Atascosa",2020-12-31,18,252,NA,NA,1700,1700,NA,NA,"County"
"Austin",2020-09-30,2.85714285714286,40,45.5,637,0,0,0,0,"County"
"Austin",2020-10-07,1.5,21,47.2142857142857,661,-47.5,-47.5,3.76766091051806,3.76766091051806,"County"
"Austin",2020-10-14,0.714285714285714,10,41.5714285714286,582,-75,-75,-8.63422291993721,-8.63422291993721,"County"
"Austin",2020-10-21,0.571428571428571,8,39,546,-80,-80,-14.2857142857143,-14.2857142857143,"County"
"Austin",2020-10-28,0.714285714285714,10,38.7142857142857,542,-75,-75,-14.9136577708006,-14.9136577708006,"County"
"Austin",2020-11-04,1.07142857142857,15,40,560,-62.5,-62.5,-12.0879120879121,-12.0879120879121,"County"
"Austin",2020-11-11,1.5,21,46,644,-47.5,-47.5,1.09890109890109,1.09890109890109,"County"
"Austin",2020-11-18,1.71428571428571,24,63.1428571428571,884,-40,-40,38.7755102040816,38.7755102040816,"County"
"Austin",2020-11-25,4.07142857142857,57,73.5714285714286,1030,42.5,42.5,61.6954474097331,61.6954474097331,"County"
"Austin",2020-12-02,6.57142857142857,92,73.1428571428571,1024,130,130,60.7535321821036,60.7535321821036,"County"
"Austin",2020-12-09,7.57142857142857,106,76.1428571428571,1066,165,165,67.3469387755102,67.3469387755102,"County"
"Austin",2020-12-14,6.42857142857143,90,NA,NA,125,125,NA,NA,"County"
"Austin",2020-12-15,5.92857142857143,83,NA,NA,107.5,107.5,NA,NA,"County"
"Austin",2020-12-16,6.78571428571429,95,87.2857142857143,1222,137.5,137.5,91.8367346938776,91.8367346938775,"County"
"Austin",2020-12-17,6.21428571428571,87,NA,NA,117.5,117.5,NA,NA,"County"
"Austin",2020-12-18,6.35714285714286,89,NA,NA,122.5,122.5,NA,NA,"County"
"Austin",2020-12-19,6.85714285714286,96,NA,NA,140,140,NA,NA,"County"
"Austin",2020-12-20,6.64285714285714,93,NA,NA,132.5,132.5,NA,NA,"County"
"Austin",2020-12-23,7.71428571428571,108,91.7857142857143,1285,170,170,101.726844583987,101.726844583987,"County"
"Austin",2020-12-24,8.42857142857143,118,NA,NA,195,195,NA,NA,"County"
"Austin",2020-12-25,8.07142857142857,113,NA,NA,182.5,182.5,NA,NA,"County"
"Austin",2020-12-26,8.28571428571429,116,NA,NA,190,190,NA,NA,"County"
"Austin",2020-12-27,9.57142857142857,134,NA,NA,235,235,NA,NA,"County"
"Austin",2020-12-30,10.6428571428571,149,74.5,1043,272.5,272.5,63.7362637362637,63.7362637362637,"County"
"Austin",2020-12-31,10.7142857142857,150,NA,NA,275,275,NA,NA,"County"
"Bailey",2020-09-30,1.57142857142857,22,2.85714285714286,40,0,0,0,0,"County"
"Bailey",2020-10-07,1.28571428571429,18,4,56,-18.1818181818182,-18.1818181818182,40,40,"County"
"Bailey",2020-10-14,1.57142857142857,22,5.92857142857143,83,0,0,107.5,107.5,"County"
"Bailey",2020-10-21,2.42857142857143,34,5.85714285714286,82,54.5454545454545,54.5454545454545,105,105,"County"
"Bailey",2020-10-28,3.57142857142857,50,7.92857142857143,111,127.272727272727,127.272727272727,177.5,177.5,"County"
"Bailey",2020-11-04,4.5,63,4.85714285714286,68,186.363636363636,186.363636363636,70,70,"County"
"Bailey",2020-11-11,6.35714285714286,89,3.57142857142857,50,304.545454545455,304.545454545455,25,25,"County"
"Bailey",2020-11-18,6.71428571428571,94,3.71428571428571,52,327.272727272727,327.272727272727,30,30,"County"
"Bailey",2020-11-25,5,70,3.14285714285714,44,218.181818181818,218.181818181818,9.99999999999999,10,"County"
"Bailey",2020-12-02,4.57142857142857,64,1.92857142857143,27,190.909090909091,190.909090909091,-32.5,-32.5,"County"
"Bailey",2020-12-09,3.92857142857143,55,1.85714285714286,26,150,150,-35,-35,"County"
"Bailey",2020-12-14,3.85714285714286,54,NA,NA,145.454545454545,145.454545454545,NA,NA,"County"
"Bailey",2020-12-15,3.57142857142857,50,NA,NA,127.272727272727,127.272727272727,NA,NA,"County"
"Bailey",2020-12-16,2.85714285714286,40,1.42857142857143,20,81.8181818181818,81.8181818181818,-50,-50,"County"
"Bailey",2020-12-17,2.64285714285714,37,NA,NA,68.1818181818182,68.1818181818182,NA,NA,"County"
"Bailey",2020-12-18,2.42857142857143,34,NA,NA,54.5454545454545,54.5454545454545,NA,NA,"County"
"Bailey",2020-12-19,1.92857142857143,27,NA,NA,22.7272727272727,22.7272727272727,NA,NA,"County"
"Bailey",2020-12-20,1.92857142857143,27,NA,NA,22.7272727272727,22.7272727272727,NA,NA,"County"
"Bailey",2020-12-23,1.85714285714286,26,2.42857142857143,34,18.1818181818182,18.1818181818182,-15,-15,"County"
"Bailey",2020-12-24,1.85714285714286,26,NA,NA,18.1818181818182,18.1818181818182,NA,NA,"County"
"Bailey",2020-12-25,1.07142857142857,15,NA,NA,-31.8181818181818,-31.8181818181818,NA,NA,"County"
"Bailey",2020-12-26,0.857142857142857,12,NA,NA,-45.4545454545455,-45.4545454545455,NA,NA,"County"
"Bailey",2020-12-27,0.857142857142857,12,NA,NA,-45.4545454545455,-45.4545454545455,NA,NA,"County"
"Bailey",2020-12-30,0.928571428571429,13,2.28571428571429,32,-40.9090909090909,-40.9090909090909,-20,-20,"County"
"Bailey",2020-12-31,0.857142857142857,12,NA,NA,-45.4545454545455,-45.4545454545455,NA,NA,"County"
"Bandera",2020-09-30,0.571428571428571,8,18.5,259,0,0,0,0,"County"
"Bandera",2020-10-07,0.214285714285714,3,16.7857142857143,235,-62.5,-62.5,-9.26640926640927,-9.26640926640927,"County"
"Bandera",2020-10-14,0.142857142857143,2,19.3571428571429,271,-75,-75,4.63320463320465,4.63320463320462,"County"
"Bandera",2020-10-21,0.214285714285714,3,16.5,231,-62.5,-62.5,-10.8108108108108,-10.8108108108108,"County"
"Bandera",2020-10-28,0.142857142857143,2,18.2142857142857,255,-75,-75,-1.54440154440154,-1.54440154440154,"County"
"Bandera",2020-11-04,0.642857142857143,9,21.8571428571429,306,12.5,12.5,18.1467181467182,18.1467181467182,"County"
"Bandera",2020-11-11,1.07142857142857,15,23.7857142857143,333,87.5,87.5,28.5714285714286,28.5714285714286,"County"
"Bandera",2020-11-18,1,14,27.6428571428571,387,75,75,49.4208494208494,49.4208494208494,"County"
"Bandera",2020-11-25,1.64285714285714,23,37.3571428571429,523,187.5,187.5,101.930501930502,101.930501930502,"County"
"Bandera",2020-12-02,3.64285714285714,51,43.7857142857143,613,537.5,537.5,136.679536679537,136.679536679537,"County"
"Bandera",2020-12-09,4.5,63,38.6428571428571,541,687.5,687.5,108.880308880309,108.880308880309,"County"
"Bandera",2020-12-14,4.85714285714286,68,NA,NA,750,750,NA,NA,"County"
"Bandera",2020-12-15,4.64285714285714,65,NA,NA,712.5,712.5,NA,NA,"County"
"Bandera",2020-12-16,3.85714285714286,54,36.4285714285714,510,575,575,96.9111969111969,96.9111969111969,"County"
"Bandera",2020-12-17,3.78571428571429,53,NA,NA,562.5,562.5,NA,NA,"County"
"Bandera",2020-12-18,4.92857142857143,69,NA,NA,762.5,762.5,NA,NA,"County"
"Bandera",2020-12-19,5.28571428571429,74,NA,NA,825,825,NA,NA,"County"
"Bandera",2020-12-20,5.28571428571429,74,NA,NA,825,825,NA,NA,"County"
"Bandera",2020-12-23,6.57142857142857,92,35.5714285714286,498,1050,1050,92.2779922779923,92.2779922779923,"County"
"Bandera",2020-12-24,6.5,91,NA,NA,1037.5,1037.5,NA,NA,"County"
"Bandera",2020-12-25,7.28571428571429,102,NA,NA,1175,1175,NA,NA,"County"
"Bandera",2020-12-26,7.14285714285714,100,NA,NA,1150,1150,NA,NA,"County"
"Bandera",2020-12-27,7.14285714285714,100,NA,NA,1150,1150,NA,NA,"County"
"Bandera",2020-12-30,5.92857142857143,83,39.0714285714286,547,937.5,937.5,111.196911196911,111.196911196911,"County"
"Bandera",2020-12-31,5.92857142857143,83,NA,NA,937.5,937.5,NA,NA,"County"
"Bastrop",2020-09-30,10.4285714285714,146,77.0714285714286,1079,0,0,0,0,"County"
"Bastrop",2020-10-07,5.07142857142857,71,85.4285714285714,1196,-51.3698630136986,-51.3698630136986,10.8433734939759,10.8433734939759,"County"
"Bastrop",2020-10-14,4.92857142857143,69,114.642857142857,1605,-52.7397260273973,-52.7397260273973,48.7488415199258,48.7488415199259,"County"
"Bastrop",2020-10-21,4.78571428571429,67,138.571428571429,1940,-54.1095890410959,-54.1095890410959,79.7961075069509,79.7961075069509,"County"
