"County","Date","Active_Cases_Cumulative","Active_Cases_Cumulative_NA","Active_Cases_Daily"
"Anderson",2020-04-07,1,1,1
"Anderson",2020-04-08,1,1,0
"Anderson",2020-04-09,2,2,1
"Anderson",2020-04-10,2,2,0
"Anderson",2020-04-11,3,3,1
"Anderson",2020-04-12,3,3,0
"Anderson",2020-04-13,3,3,0
"Anderson",2020-04-14,3,3,0
"Anderson",2020-04-15,3,3,0
"Anderson",2020-04-16,5,5,2
"Anderson",2020-04-17,5,5,0
"Anderson",2020-04-18,5,5,0
"Anderson",2020-04-19,7,7,2
"Anderson",2020-04-20,7,7,0
"Anderson",2020-04-21,9,9,2
"Anderson",2020-04-22,13,13,4
"Anderson",2020-04-23,12,12,-1
"Anderson",2020-04-24,14,14,2
"Anderson",2020-04-25,14,14,0
"Anderson",2020-04-26,16,16,2
"Anderson",2020-04-27,17,17,1
"Anderson",2020-04-28,21,21,4
"Anderson",2020-04-29,20,20,-1
"Anderson",2020-04-30,24,24,4
"Anderson",2020-05-01,25,25,1
"Anderson",2020-05-02,27,27,2
"Anderson",2020-05-03,25,25,-2
"Anderson",2020-05-04,25,25,0
"Anderson",2020-05-05,26,26,1
"Anderson",2020-05-06,27,27,1
"Anderson",2020-05-07,29,29,2
"Anderson",2020-05-08,28,28,-1
"Anderson",2020-05-09,29,29,1
"Anderson",2020-05-10,26,26,-3
"Anderson",2020-05-11,25,25,-1
"Anderson",2020-05-12,31,31,6
"Anderson",2020-05-13,31,31,0
"Anderson",2020-05-14,27,27,-4
"Anderson",2020-05-15,27,27,0
"Anderson",2020-05-16,28,28,1
"Anderson",2020-05-17,28,28,0
"Anderson",2020-05-18,27,27,-1
"Anderson",2020-05-19,32,32,5
"Anderson",2020-05-20,29,29,-3
"Anderson",2020-05-21,29,29,0
"Anderson",2020-05-22,30,30,1
"Anderson",2020-05-23,31,31,1
"Anderson",2020-05-24,30,30,-1
"Anderson",2020-05-25,30,30,0
"Anderson",2020-05-26,23,23,-7
"Anderson",2020-05-27,23,23,0
"Anderson",2020-05-28,22,22,-1
"Anderson",2020-05-29,27,27,5
"Anderson",2020-05-30,24,24,-3
"Anderson",2020-05-31,24,24,0
"Anderson",2020-06-01,23,23,-1
"Anderson",2020-06-02,22,22,-1
"Anderson",2020-06-03,23,23,1
"Anderson",2020-06-04,28,28,5
"Anderson",2020-06-05,29,29,1
"Anderson",2020-06-06,25,25,-4
"Anderson",2020-06-07,25,25,0
"Anderson",2020-06-08,24,24,-1
"Anderson",2020-06-09,30,30,6
"Anderson",2020-06-10,30,30,0
"Anderson",2020-06-11,34,34,4
"Anderson",2020-06-12,29,29,-5
"Anderson",2020-06-13,34,34,5
"Anderson",2020-06-14,34,34,0
"Anderson",2020-06-15,34,34,0
"Anderson",2020-06-16,916,916,882
"Anderson",2020-06-17,915,915,-1
"Anderson",2020-06-18,922,922,7
"Anderson",2020-06-19,925,925,3
"Anderson",2020-06-20,924,924,-1
"Anderson",2020-06-21,924,924,0
"Anderson",2020-06-22,923,923,-1
"Anderson",2020-06-23,921,921,-2
"Anderson",2020-06-24,925,925,4
"Anderson",2020-06-25,923,923,-2
"Anderson",2020-06-26,926,926,3
"Anderson",2020-06-27,920,920,-6
"Anderson",2020-06-28,919,919,-1
"Anderson",2020-06-29,919,919,0
"Anderson",2020-06-30,226,226,-693
"Anderson",2020-07-01,233,233,7
"Anderson",2020-07-02,967,967,734
"Anderson",2020-07-03,252,252,-715
"Anderson",2020-07-04,250,250,-2
"Anderson",2020-07-05,986,986,736
"Anderson",2020-07-06,986,986,0
"Anderson",2020-07-07,1012,1012,26
"Anderson",2020-07-08,1054,1054,42
"Anderson",2020-07-09,1435,1435,381
"Anderson",2020-07-10,1664,1664,229
"Anderson",2020-07-11,1699,1699,35
"Anderson",2020-07-12,1699,1699,0
"Anderson",2020-07-13,1793,1793,94
"Anderson",2020-07-14,1819,1819,26
"Anderson",2020-07-15,1845,1845,26
"Anderson",2020-07-16,1856,1856,11
"Anderson",2020-07-17,1903,1903,47
"Anderson",2020-07-18,1917,1917,14
"Anderson",2020-07-19,1917,1917,0
"Anderson",2020-07-20,1915,1915,-2
"Anderson",2020-07-21,1924,1924,9
"Anderson",2020-07-22,1923,1923,-1
"Anderson",2020-07-23,1938,1938,15
"Anderson",2020-07-24,1974,1974,36
"Anderson",2020-07-25,1960,1960,-14
"Anderson",2020-07-26,1956,1956,-4
"Anderson",2020-07-27,1959,1959,3
"Anderson",2020-07-28,1979,1979,20
"Anderson",2020-07-29,1981,1981,2
"Anderson",2020-07-30,1983,1983,2
"Anderson",2020-07-31,2004,2004,21
"Anderson",2020-08-01,2017,2017,13
"Anderson",2020-08-02,2017,2017,0
"Anderson",2020-08-03,2114,2114,97
"Anderson",2020-08-04,2114,2114,0
"Anderson",2020-08-05,2146,2146,32
"Anderson",2020-08-06,2144,2144,-2
"Anderson",2020-08-07,2170,2170,26
"Anderson",2020-08-08,2191,2191,21
"Anderson",2020-08-09,2189,2189,-2
"Anderson",2020-08-10,2190,2190,1
"Anderson",2020-08-11,2193,2193,3
"Anderson",2020-08-12,2215,2215,22
"Anderson",2020-08-13,2219,2219,4
"Anderson",2020-08-14,2171,2171,-48
"Anderson",2020-08-15,2169,2169,-2
"Anderson",2020-08-16,2168,2168,-1
"Anderson",2020-08-17,2168,2168,0
"Anderson",2020-08-18,2172,2172,4
"Anderson",2020-08-19,2157,2157,-15
"Anderson",2020-08-20,2150,2150,-7
"Anderson",2020-08-21,2150,2150,0
"Anderson",2020-08-22,2158,2158,8
"Anderson",2020-08-23,2134,2134,-24
"Anderson",2020-08-24,2140,2140,6
"Anderson",2020-08-25,2158,2158,18
"Anderson",2020-08-26,2162,2162,4
"Anderson",2020-08-27,2161,2161,-1
"Anderson",2020-08-28,2174,2174,13
"Anderson",2020-08-29,2181,2181,7
"Anderson",2020-08-30,2151,2151,-30
"Anderson",2020-08-31,2151,2151,0
"Anderson",2020-09-01,2169,2169,18
"Anderson",2020-09-02,2176,2176,7
"Anderson",2020-09-03,144,144,-2032
"Anderson",2020-09-04,142,142,-2
"Anderson",2020-09-05,147,147,5
"Anderson",2020-09-06,144,144,-3
"Anderson",2020-09-07,141,141,-3
"Anderson",2020-09-08,279,279,138
"Anderson",2020-09-09,308,308,29
"Anderson",2020-09-10,331,331,23
"Anderson",2020-09-11,331,331,0
"Anderson",2020-09-12,293,293,-38
"Anderson",2020-09-13,285,285,-8
"Anderson",2020-09-14,273,273,-12
"Anderson",2020-09-15,285,285,12
"Anderson",2020-09-16,293,293,8
"Anderson",2020-09-17,300,300,7
"Anderson",2020-09-18,0,0,-300
"Anderson",2020-09-19,0,0,0
"Anderson",2020-09-20,0,0,0
"Anderson",2020-09-21,256,256,256
"Anderson",2020-09-22,266,266,10
"Anderson",2020-09-23,177,177,-89
"Anderson",2020-09-24,139,139,-38
"Anderson",2020-09-25,122,122,-17
"Anderson",2020-09-26,142,142,20
"Anderson",2020-09-27,136,136,-6
"Anderson",2020-09-28,137,137,1
"Anderson",2020-09-29,116,116,-21
"Anderson",2020-09-30,109,109,-7
"Anderson",2020-10-01,101,101,-8
"Anderson",2020-10-02,74,74,-27
"Anderson",2020-10-03,72,72,-2
"Anderson",2020-10-04,72,72,0
"Anderson",2020-10-05,102,102,30
"Anderson",2020-10-06,93,93,-9
"Anderson",2020-10-07,95,95,2
"Anderson",2020-10-08,85,85,-10
"Anderson",2020-10-09,96,96,11
"Anderson",2020-10-10,87,87,-9
"Anderson",2020-10-11,53,53,-34
"Anderson",2020-10-12,54,54,1
"Anderson",2020-10-13,61,61,7
"Anderson",2020-10-14,71,71,10
"Anderson",2020-10-15,81,81,10
"Anderson",2020-10-16,75,75,-6
"Anderson",2020-10-17,91,91,16
"Anderson",2020-10-18,95,95,4
"Anderson",2020-10-19,90,90,-5
"Anderson",2020-10-20,68,68,-22
"Anderson",2020-10-21,69,69,1
"Anderson",2020-10-22,69,69,0
"Anderson",2020-10-23,82,82,13
"Anderson",2020-10-24,72,72,-10
"Anderson",2020-10-25,85,85,13
"Anderson",2020-10-26,86,86,1
"Anderson",2020-10-27,80,80,-6
"Anderson",2020-10-28,81,81,1
"Anderson",2020-10-29,93,93,12
"Anderson",2020-10-30,79,79,-14
"Anderson",2020-10-31,85,85,6
"Anderson",2020-11-01,86,86,1
"Anderson",2020-11-02,85,85,-1
"Anderson",2020-11-03,91,91,6
"Anderson",2020-11-04,77,77,-14
"Anderson",2020-11-05,107,107,30
"Anderson",2020-11-06,95,95,-12
"Anderson",2020-11-07,97,97,2
"Anderson",2020-11-08,99,99,2
"Anderson",2020-11-09,97,97,-2
"Anderson",2020-11-10,97,97,0
"Anderson",2020-11-11,100,100,3
"Anderson",2020-11-12,100,100,0
"Anderson",2020-11-13,89,89,-11
"Anderson",2020-11-14,91,91,2
"Anderson",2020-11-15,87,87,-4
"Anderson",2020-11-16,88,88,1
"Anderson",2020-11-17,99,99,11
"Anderson",2020-11-18,123,123,24
"Anderson",2020-11-19,131,131,8
"Anderson",2020-11-20,98,98,-33
"Anderson",2020-11-21,136,136,38
"Anderson",2020-11-22,126,126,-10
"Anderson",2020-11-23,115,115,-11
"Anderson",2020-11-24,136,136,21
"Anderson",2020-11-25,138,138,2
"Anderson",2020-11-26,152,152,14
"Anderson",2020-11-27,145,145,-7
"Anderson",2020-11-28,140,140,-5
"Anderson",2020-11-29,136,136,-4
"Anderson",2020-11-30,130,130,-6
"Anderson",2020-12-01,152,152,22
"Anderson",2020-12-02,150,150,-2
"Anderson",2020-12-03,137,137,-13
"Anderson",2020-12-04,139,139,2
"Anderson",2020-12-05,151,151,12
"Anderson",2020-12-06,122,122,-29
"Anderson",2020-12-07,124,124,2
"Anderson",2020-12-08,150,150,26
"Anderson",2020-12-09,132,132,-18
"Anderson",2020-12-10,120,120,-12
"Andrews",2020-04-07,10,10,10
"Andrews",2020-04-08,10,10,0
"Andrews",2020-04-09,10,10,0
"Andrews",2020-04-10,11,11,1
"Andrews",2020-04-11,11,11,0
"Andrews",2020-04-12,11,11,0
"Andrews",2020-04-13,12,12,1
"Andrews",2020-04-14,13,13,1
"Andrews",2020-04-15,13,13,0
"Andrews",2020-04-16,19,19,6
"Andrews",2020-04-17,19,19,0
"Andrews",2020-04-18,18,18,-1
"Andrews",2020-04-19,14,14,-4
"Andrews",2020-04-20,14,14,0
"Andrews",2020-04-21,11,11,-3
"Andrews",2020-04-22,11,11,0
"Andrews",2020-04-23,11,11,0
"Andrews",2020-04-24,10,10,-1
"Andrews",2020-04-25,10,10,0
"Andrews",2020-04-26,10,10,0
"Andrews",2020-04-27,9,9,-1
"Andrews",2020-04-28,9,9,0
"Andrews",2020-04-29,9,9,0
"Andrews",2020-04-30,4,4,-5
"Andrews",2020-05-01,5,5,1
"Andrews",2020-05-02,5,5,0
"Andrews",2020-05-03,6,6,1
"Andrews",2020-05-04,6,6,0
"Andrews",2020-05-05,6,6,0
"Andrews",2020-05-06,6,6,0
"Andrews",2020-05-07,5,5,-1
"Andrews",2020-05-08,5,5,0
"Andrews",2020-05-09,5,5,0
"Andrews",2020-05-10,4,4,-1
"Andrews",2020-05-11,4,4,0
"Andrews",2020-05-12,5,5,1
"Andrews",2020-05-13,5,5,0
"Andrews",2020-05-14,5,5,0
"Andrews",2020-05-15,4,4,-1
"Andrews",2020-05-16,3,3,-1
"Andrews",2020-05-17,3,3,0
"Andrews",2020-05-18,1,1,-2
"Andrews",2020-05-19,1,1,0
"Andrews",2020-05-20,1,1,0
"Andrews",2020-05-21,1,1,0
"Andrews",2020-05-22,2,2,1
"Andrews",2020-05-23,2,2,0
"Andrews",2020-05-24,3,3,1
"Andrews",2020-05-25,6,6,3
"Andrews",2020-05-26,6,6,0
"Andrews",2020-05-27,6,6,0
"Andrews",2020-05-28,6,6,0
"Andrews",2020-05-29,6,6,0
"Andrews",2020-05-30,6,6,0
"Andrews",2020-05-31,6,6,0
"Andrews",2020-06-01,6,6,0
"Andrews",2020-06-02,5,5,-1
"Andrews",2020-06-03,5,5,0
"Andrews",2020-06-04,5,5,0
"Andrews",2020-06-05,0,0,-5
"Andrews",2020-06-06,0,0,0
"Andrews",2020-06-07,0,0,0
"Andrews",2020-06-08,0,0,0
"Andrews",2020-06-09,0,0,0
"Andrews",2020-06-10,0,0,0
"Andrews",2020-06-11,0,0,0
"Andrews",2020-06-12,0,0,0
"Andrews",2020-06-13,1,1,1
"Andrews",2020-06-14,1,1,0
"Andrews",2020-06-15,1,1,0
"Andrews",2020-06-16,3,3,2
"Andrews",2020-06-17,3,3,0
"Andrews",2020-06-18,3,3,0
"Andrews",2020-06-19,5,5,2
"Andrews",2020-06-20,12,12,7
"Andrews",2020-06-21,14,14,2
"Andrews",2020-06-22,14,14,0
"Andrews",2020-06-23,14,14,0
"Andrews",2020-06-24,16,16,2
"Andrews",2020-06-25,21,21,5
"Andrews",2020-06-26,26,26,5
"Andrews",2020-06-27,33,33,7
"Andrews",2020-06-28,43,43,10
"Andrews",2020-06-29,43,43,0
"Andrews",2020-06-30,45,45,2
"Andrews",2020-07-01,51,51,6
"Andrews",2020-07-02,54,54,3
"Andrews",2020-07-03,54,54,0
"Andrews",2020-07-04,61,61,7
"Andrews",2020-07-05,66,66,5
"Andrews",2020-07-06,66,66,0
"Andrews",2020-07-07,60,60,-6
"Andrews",2020-07-08,65,65,5
"Andrews",2020-07-09,77,77,12
"Andrews",2020-07-10,70,70,-7
"Andrews",2020-07-11,89,89,19
"Andrews",2020-07-12,100,100,11
"Andrews",2020-07-13,100,100,0
"Andrews",2020-07-14,97,97,-3
"Andrews",2020-07-15,95,95,-2
"Andrews",2020-07-16,97,97,2
"Andrews",2020-07-17,102,102,5
"Andrews",2020-07-18,106,106,4
"Andrews",2020-07-19,108,108,2
"Andrews",2020-07-20,104,104,-4
"Andrews",2020-07-21,112,112,8
"Andrews",2020-07-22,126,126,14
"Andrews",2020-07-23,100,100,-26
"Andrews",2020-07-24,98,98,-2
"Andrews",2020-07-25,103,103,5
"Andrews",2020-07-26,102,102,-1
"Andrews",2020-07-27,90,90,-12
"Andrews",2020-07-28,92,92,2
"Andrews",2020-07-29,90,90,-2
"Andrews",2020-07-30,104,104,14
"Andrews",2020-07-31,106,106,2
"Andrews",2020-08-01,106,106,0
"Andrews",2020-08-02,112,112,6
"Andrews",2020-08-03,108,108,-4
"Andrews",2020-08-04,108,108,0
"Andrews",2020-08-05,80,80,-28
"Andrews",2020-08-06,76,76,-4
"Andrews",2020-08-07,76,76,0
"Andrews",2020-08-08,93,93,17
"Andrews",2020-08-09,84,84,-9
"Andrews",2020-08-10,77,77,-7
"Andrews",2020-08-11,77,77,0
"Andrews",2020-08-12,77,77,0
"Andrews",2020-08-13,87,87,10
"Andrews",2020-08-14,109,109,22
"Andrews",2020-08-15,109,109,0
"Andrews",2020-08-16,109,109,0
"Andrews",2020-08-17,104,104,-5
"Andrews",2020-08-18,112,112,8
"Andrews",2020-08-19,107,107,-5
"Andrews",2020-08-20,107,107,0
"Andrews",2020-08-21,111,111,4
"Andrews",2020-08-22,112,112,1
"Andrews",2020-08-23,112,112,0
"Andrews",2020-08-24,112,112,0
"Andrews",2020-08-25,94,94,-18
"Andrews",2020-08-26,88,88,-6
"Andrews",2020-08-27,89,89,1
"Andrews",2020-08-28,89,89,0
"Andrews",2020-08-29,89,89,0
"Andrews",2020-08-30,84,84,-5
"Andrews",2020-08-31,89,89,5
"Andrews",2020-09-01,81,81,-8
"Andrews",2020-09-02,87,87,6
"Andrews",2020-09-03,89,89,2
"Andrews",2020-09-04,88,88,-1
"Andrews",2020-09-05,90,90,2
"Andrews",2020-09-06,90,90,0
"Andrews",2020-09-07,90,90,0
"Andrews",2020-09-08,90,90,0
"Andrews",2020-09-09,90,90,0
"Andrews",2020-09-10,80,80,-10
"Andrews",2020-09-11,80,80,0
"Andrews",2020-09-12,80,80,0
"Andrews",2020-09-13,80,80,0
"Andrews",2020-09-14,80,80,0
"Andrews",2020-09-15,80,80,0
"Andrews",2020-09-16,71,71,-9
"Andrews",2020-09-17,74,74,3
"Andrews",2020-09-18,76,76,2
"Andrews",2020-09-19,76,76,0
"Andrews",2020-09-20,76,76,0
"Andrews",2020-09-21,76,76,0
"Andrews",2020-09-22,76,76,0
"Andrews",2020-09-23,69,69,-7
"Andrews",2020-09-24,69,69,0
"Andrews",2020-09-25,79,79,10
"Andrews",2020-09-26,78,78,-1
"Andrews",2020-09-27,78,78,0
"Andrews",2020-09-28,78,78,0
"Andrews",2020-09-29,78,78,0
"Andrews",2020-09-30,78,78,0
"Andrews",2020-10-01,77,77,-1
"Andrews",2020-10-02,79,79,2
"Andrews",2020-10-03,84,84,5
"Andrews",2020-10-04,84,84,0
"Andrews",2020-10-05,84,84,0
"Andrews",2020-10-06,80,80,-4
"Andrews",2020-10-07,91,91,11
"Andrews",2020-10-08,91,91,0
"Andrews",2020-10-09,102,102,11
"Andrews",2020-10-10,94,94,-8
"Andrews",2020-10-11,94,94,0
"Andrews",2020-10-12,94,94,0
"Andrews",2020-10-13,94,94,0
"Andrews",2020-10-14,94,94,0
"Andrews",2020-10-15,94,94,0
"Andrews",2020-10-16,100,100,6
"Andrews",2020-10-17,100,100,0
"Andrews",2020-10-18,100,100,0
"Andrews",2020-10-19,100,100,0
"Andrews",2020-10-20,92,92,-8
"Andrews",2020-10-21,96,96,4
"Andrews",2020-10-22,96,96,0
"Andrews",2020-10-23,96,96,0
"Andrews",2020-10-24,113,113,17
"Andrews",2020-10-25,113,113,0
"Andrews",2020-10-26,113,113,0
"Andrews",2020-10-27,147,147,34
"Andrews",2020-10-28,147,147,0
"Andrews",2020-10-29,170,170,23
"Andrews",2020-10-30,182,182,12
"Andrews",2020-10-31,182,182,0
"Andrews",2020-11-01,182,182,0
"Andrews",2020-11-02,182,182,0
"Andrews",2020-11-03,182,182,0
"Andrews",2020-11-04,183,183,1
"Andrews",2020-11-05,202,202,19
"Andrews",2020-11-06,217,217,15
"Andrews",2020-11-07,217,217,0
"Andrews",2020-11-08,217,217,0
"Andrews",2020-11-09,217,217,0
"Andrews",2020-11-10,246,246,29
"Andrews",2020-11-11,246,246,0
"Andrews",2020-11-12,246,246,0
"Andrews",2020-11-13,291,291,45
"Andrews",2020-11-14,300,300,9
"Andrews",2020-11-15,300,300,0
"Andrews",2020-11-16,300,300,0
"Andrews",2020-11-17,281,281,-19
"Andrews",2020-11-18,297,297,16
"Andrews",2020-11-19,311,311,14
"Andrews",2020-11-20,311,311,0
"Andrews",2020-11-21,315,315,4
"Andrews",2020-11-22,315,315,0
"Andrews",2020-11-23,315,315,0
"Andrews",2020-11-24,315,315,0
"Andrews",2020-11-25,315,315,0
"Andrews",2020-11-26,315,315,0
"Andrews",2020-11-27,315,315,0
"Andrews",2020-11-28,315,315,0
"Andrews",2020-11-29,315,315,0
"Andrews",2020-11-30,315,315,0
"Andrews",2020-12-01,261,261,-54
"Andrews",2020-12-02,266,266,5
"Andrews",2020-12-03,276,276,10
"Andrews",2020-12-04,276,276,0
"Andrews",2020-12-05,297,297,21
"Andrews",2020-12-06,296,296,-1
"Andrews",2020-12-07,296,296,0
"Andrews",2020-12-08,296,296,0
"Andrews",2020-12-09,315,315,19
"Andrews",2020-12-10,315,315,0
"Angelina",2020-04-07,14,14,14
"Angelina",2020-04-08,14,14,0
"Angelina",2020-04-09,14,14,0
"Angelina",2020-04-10,15,15,1
"Angelina",2020-04-11,15,15,0
"Angelina",2020-04-12,14,14,-1
"Angelina",2020-04-13,14,14,0
"Angelina",2020-04-14,14,14,0
"Angelina",2020-04-15,13,13,-1
"Angelina",2020-04-16,16,16,3
"Angelina",2020-04-17,17,17,1
"Angelina",2020-04-18,15,15,-2
"Angelina",2020-04-19,15,15,0
"Angelina",2020-04-20,12,12,-3
"Angelina",2020-04-21,16,16,4
"Angelina",2020-04-22,19,19,3
"Angelina",2020-04-23,19,19,0
"Angelina",2020-04-24,20,20,1
"Angelina",2020-04-25,23,23,3
"Angelina",2020-04-26,23,23,0
"Angelina",2020-04-27,23,23,0
"Angelina",2020-04-28,32,32,9
"Angelina",2020-04-29,35,35,3
"Angelina",2020-04-30,36,36,1
"Angelina",2020-05-01,35,35,-1
"Angelina",2020-05-02,36,36,1
"Angelina",2020-05-03,36,36,0
"Angelina",2020-05-04,36,36,0
"Angelina",2020-05-05,60,60,24
"Angelina",2020-05-06,67,67,7
"Angelina",2020-05-07,74,74,7
"Angelina",2020-05-08,81,81,7
"Angelina",2020-05-09,74,74,-7
"Angelina",2020-05-10,81,81,7
"Angelina",2020-05-11,70,70,-11
"Angelina",2020-05-12,86,86,16
"Angelina",2020-05-13,86,86,0
"Angelina",2020-05-14,88,88,2
"Angelina",2020-05-15,100,100,12
"Angelina",2020-05-16,108,108,8
"Angelina",2020-05-17,108,108,0
"Angelina",2020-05-18,84,84,-24
"Angelina",2020-05-19,99,99,15
"Angelina",2020-05-20,98,98,-1
"Angelina",2020-05-21,112,112,14
"Angelina",2020-05-22,116,116,4
"Angelina",2020-05-23,119,119,3
"Angelina",2020-05-24,119,119,0
"Angelina",2020-05-25,119,119,0
"Angelina",2020-05-26,119,119,0
"Angelina",2020-05-27,99,99,-20
"Angelina",2020-05-28,107,107,8
"Angelina",2020-05-29,109,109,2
"Angelina",2020-05-30,111,111,2
"Angelina",2020-05-31,111,111,0
"Angelina",2020-06-01,111,111,0
"Angelina",2020-06-02,120,120,9
"Angelina",2020-06-03,105,105,-15
"Angelina",2020-06-04,105,105,0
"Angelina",2020-06-05,105,105,0
"Angelina",2020-06-06,110,110,5
"Angelina",2020-06-07,110,110,0
"Angelina",2020-06-08,110,110,0
"Angelina",2020-06-09,72,72,-38
"Angelina",2020-06-10,116,116,44
"Angelina",2020-06-11,116,116,0
"Angelina",2020-06-12,144,144,28
"Angelina",2020-06-13,144,144,0
"Angelina",2020-06-14,144,144,0
"Angelina",2020-06-15,120,120,-24
"Angelina",2020-06-16,142,142,22
"Angelina",2020-06-17,163,163,21
"Angelina",2020-06-18,162,162,-1
"Angelina",2020-06-19,176,176,14
"Angelina",2020-06-20,190,190,14
"Angelina",2020-06-21,190,190,0
"Angelina",2020-06-22,149,149,-41
"Angelina",2020-06-23,184,184,35
"Angelina",2020-06-24,195,195,11
"Angelina",2020-06-25,214,214,19
"Angelina",2020-06-26,233,233,19
"Angelina",2020-06-27,233,233,0
"Angelina",2020-06-28,233,233,0
"Angelina",2020-06-29,233,233,0
"Angelina",2020-06-30,245,245,12
"Angelina",2020-07-01,273,273,28
"Angelina",2020-07-02,285,285,12
"Angelina",2020-07-03,307,307,22
"Angelina",2020-07-04,307,307,0
"Angelina",2020-07-05,307,307,0
"Angelina",2020-07-06,307,307,0
"Angelina",2020-07-07,376,376,69
"Angelina",2020-07-08,376,376,0
"Angelina",2020-07-09,411,411,35
"Angelina",2020-07-10,449,449,38
"Angelina",2020-07-11,509,509,60
"Angelina",2020-07-12,509,509,0
"Angelina",2020-07-13,509,509,0
"Angelina",2020-07-14,597,597,88
"Angelina",2020-07-15,421,421,-176
"Angelina",2020-07-16,527,527,106
"Angelina",2020-07-17,587,587,60
"Angelina",2020-07-18,587,587,0
"Angelina",2020-07-19,587,587,0
"Angelina",2020-07-20,587,587,0
"Angelina",2020-07-21,587,587,0
"Angelina",2020-07-22,819,819,232
"Angelina",2020-07-23,819,819,0
"Angelina",2020-07-24,968,968,149
"Angelina",2020-07-25,990,990,22
"Angelina",2020-07-26,974,974,-16
"Angelina",2020-07-27,974,974,0
"Angelina",2020-07-28,1055,1055,81
"Angelina",2020-07-29,1134,1134,79
"Angelina",2020-07-30,714,714,-420
"Angelina",2020-07-31,714,714,0
"Angelina",2020-08-01,752,752,38
"Angelina",2020-08-02,752,752,0
"Angelina",2020-08-03,751,751,-1
"Angelina",2020-08-04,751,751,0
"Angelina",2020-08-05,857,857,106
"Angelina",2020-08-06,869,869,12
"Angelina",2020-08-07,893,893,24
"Angelina",2020-08-08,891,891,-2
"Angelina",2020-08-09,891,891,0
"Angelina",2020-08-10,891,891,0
"Angelina",2020-08-11,922,922,31
"Angelina",2020-08-12,962,962,40
"Angelina",2020-08-13,960,960,-2
"Angelina",2020-08-14,989,989,29
"Angelina",2020-08-15,992,992,3
"Angelina",2020-08-16,992,992,0
"Angelina",2020-08-17,992,992,0
"Angelina",2020-08-18,1016,1016,24
"Angelina",2020-08-19,1016,1016,0
"Angelina",2020-08-20,129,129,-887
"Angelina",2020-08-21,126,126,-3
"Angelina",2020-08-22,123,123,-3
"Angelina",2020-08-23,134,134,11
"Angelina",2020-08-24,133,133,-1
"Angelina",2020-08-25,136,136,3
"Angelina",2020-08-26,136,136,0
"Angelina",2020-08-27,134,134,-2
"Angelina",2020-08-28,167,167,33
"Angelina",2020-08-29,167,167,0
"Angelina",2020-08-30,167,167,0
"Angelina",2020-08-31,169,169,2
"Angelina",2020-09-01,175,175,6
"Angelina",2020-09-02,175,175,0
"Angelina",2020-09-03,175,175,0
"Angelina",2020-09-04,174,174,-1
"Angelina",2020-09-05,173,173,-1
"Angelina",2020-09-06,173,173,0
"Angelina",2020-09-07,172,172,-1
"Angelina",2020-09-08,172,172,0
"Angelina",2020-09-09,205,205,33
"Angelina",2020-09-10,204,204,-1
"Angelina",2020-09-11,204,204,0
"Angelina",2020-09-12,231,231,27
"Angelina",2020-09-13,229,229,-2
"Angelina",2020-09-14,226,226,-3
"Angelina",2020-09-15,226,226,0
"Angelina",2020-09-16,226,226,0
"Angelina",2020-09-17,248,248,22
"Angelina",2020-09-18,267,267,19
"Angelina",2020-09-19,265,265,-2
"Angelina",2020-09-20,265,265,0
"Angelina",2020-09-21,265,265,0
"Angelina",2020-09-22,272,272,7
"Angelina",2020-09-23,271,271,-1
"Angelina",2020-09-24,271,271,0
"Angelina",2020-09-25,295,295,24
"Angelina",2020-09-26,294,294,-1
"Angelina",2020-09-27,293,293,-1
"Angelina",2020-09-28,293,293,0
"Angelina",2020-09-29,302,302,9
"Angelina",2020-09-30,102,102,-200
"Angelina",2020-10-01,102,102,0
"Angelina",2020-10-02,111,111,9
"Angelina",2020-10-03,94,94,-17
"Angelina",2020-10-04,93,93,-1
"Angelina",2020-10-05,94,94,1
"Angelina",2020-10-06,110,110,16
"Angelina",2020-10-07,104,104,-6
"Angelina",2020-10-08,103,103,-1
"Angelina",2020-10-09,103,103,0
"Angelina",2020-10-10,94,94,-9
"Angelina",2020-10-11,94,94,0
"Angelina",2020-10-12,88,88,-6
"Angelina",2020-10-13,95,95,7
"Angelina",2020-10-14,82,82,-13
"Angelina",2020-10-15,75,75,-7
"Angelina",2020-10-16,104,104,29
"Angelina",2020-10-17,83,83,-21
"Angelina",2020-10-18,82,82,-1
"Angelina",2020-10-19,82,82,0
"Angelina",2020-10-20,78,78,-4
"Angelina",2020-10-21,87,87,9
"Angelina",2020-10-22,87,87,0
"Angelina",2020-10-23,87,87,0
"Angelina",2020-10-24,75,75,-12
"Angelina",2020-10-25,78,78,3
"Angelina",2020-10-26,78,78,0
"Angelina",2020-10-27,106,106,28
"Angelina",2020-10-28,94,94,-12
"Angelina",2020-10-29,107,107,13
"Angelina",2020-10-30,109,109,2
"Angelina",2020-10-31,86,86,-23
"Angelina",2020-11-01,84,84,-2
"Angelina",2020-11-02,82,82,-2
"Angelina",2020-11-03,91,91,9
"Angelina",2020-11-04,86,86,-5
"Angelina",2020-11-05,82,82,-4
"Angelina",2020-11-06,82,82,0
"Angelina",2020-11-07,82,82,0
"Angelina",2020-11-08,79,79,-3
"Angelina",2020-11-09,79,79,0
"Angelina",2020-11-10,105,105,26
"Angelina",2020-11-11,94,94,-11
"Angelina",2020-11-12,117,117,23
"Angelina",2020-11-13,107,107,-10
