County,Gender,Age_Group,Population_2020_04_01,Population_2020_07_01,Population_2021_07_01
El Paso,Female,12-15 years,26004,25944,25755
El Paso,Female,16+ years,333798,334185,336091
El Paso,Female,50-64 years,72690,72710,72762
El Paso,Female,65-79 years,44834,45176,46777
El Paso,Female,80+ years,16009,16024,16092
El Paso,Female,5+ years,404991,405273,406848
El Paso,Female,65+ years,60843,61200,62869
El Paso,Female,12+ years,359802,360129,361846
El Paso,Female,<16 years,101462,101199,99677
El Paso,Female,16-49 years,200265,200275,200460
El Paso,Male,<5 years,31265,31020,30039
El Paso,Male,12-15 years,27021,26970,26773
El Paso,Male,16+ years,325263,325933,328704
El Paso,Male,50-64 years,64875,64926,65154
El Paso,Male,65-79 years,36679,36969,38285
El Paso,Male,80+ years,9638,9650,9672
El Paso,Male,5+ years,399132,399689,402140
El Paso,Male,65+ years,46317,46619,47957
El Paso,Male,12+ years,352284,352903,355477
El Paso,Male,<16 years,105134,104776,103475
El Paso,Male,16-49 years,214071,214388,215593
Ellis,Female,<5 years,6083,6128,6190
Ellis,Female,12-15 years,5905,5934,6110
Ellis,Female,16+ years,74961,75731,79440
Ellis,Female,50-64 years,17932,18084,18758
Ellis,Female,65-79 years,10714,10863,11393
Ellis,Female,80+ years,2937,2963,3034
Ellis,Female,5+ years,90814,91695,96077
Ellis,Female,65+ years,13651,13826,14427
Ellis,Female,12+ years,80866,81665,85550
Ellis,Female,<16 years,21936,22092,22827
Ellis,Female,16-49 years,43378,43821,46255
Ellis,Male,<5 years,6440,6472,6647
Ellis,Male,12-15 years,6320,6368,6568
Ellis,Male,16+ years,72219,72937,76083
Ellis,Male,50-64 years,17927,18096,18703
Ellis,Male,65-79 years,9459,9573,10074
Ellis,Male,80+ years,1801,1829,1936
Ellis,Male,5+ years,89118,89977,93764
Ellis,Male,65+ years,11260,11402,12010
Ellis,Male,12+ years,78539,79305,82651
Ellis,Male,<16 years,23339,23512,24328
Ellis,Male,16-49 years,43032,43439,45370
Erath,Female,<5 years,1200,1207,1209
Erath,Female,12-15 years,1246,1252,1263
Erath,Female,16+ years,17745,17820,18106
Erath,Female,50-64 years,3485,3499,3527
Erath,Female,65-79 years,2454,2483,2613
Erath,Female,80+ years,832,832,829
Erath,Female,5+ years,20451,20542,20903
Erath,Female,65+ years,3286,3315,3442
Erath,Female,12+ years,18991,19072,19369
Erath,Female,<16 years,3906,3929,4006
Erath,Female,16-49 years,10974,11006,11137
Erath,Male,<5 years,1194,1192,1242
Erath,Male,12-15 years,1215,1212,1227
Erath,Male,16+ years,16828,16905,17140
Erath,Male,50-64 years,3487,3503,3513
Erath,Male,65-79 years,2284,2305,2389
Erath,Male,80+ years,557,555,553
Erath,Male,5+ years,19700,19774,20024
Erath,Male,65+ years,2841,2860,2942
Erath,Male,12+ years,18043,18117,18367
Erath,Male,<16 years,4066,4061,4126
Erath,Male,16-49 years,10500,10542,10685
Falls,Female,<5 years,499,491,499
Falls,Female,12-15 years,391,392,386
Falls,Female,16+ years,7286,7272,7484
Falls,Female,50-64 years,1696,1689,1715
Falls,Female,65-79 years,1202,1206,1248
Falls,Female,80+ years,422,419,427
Falls,Female,5+ years,8397,8396,8632
Falls,Female,65+ years,1624,1625,1675
Falls,Female,12+ years,7677,7664,7870
Falls,Female,<16 years,1610,1615,1647
Falls,Female,16-49 years,3966,3958,4094
Falls,Male,<5 years,482,482,515
Falls,Male,12-15 years,413,413,423
Falls,Male,16+ years,6453,6458,6529
Falls,Male,50-64 years,1609,1596,1570
Falls,Male,65-79 years,1153,1163,1205
Falls,Male,80+ years,332,333,343
Falls,Male,5+ years,7590,7592,7667
Falls,Male,65+ years,1485,1496,1548
Falls,Male,12+ years,6866,6871,6952
Falls,Male,<16 years,1619,1616,1653
Falls,Male,16-49 years,3359,3366,3411
Fannin,Female,<5 years,870,878,871
Fannin,Female,12-15 years,890,890,917
Fannin,Female,16+ years,13418,13438,13691
Fannin,Female,50-64 years,3521,3534,3624
Fannin,Female,65-79 years,2545,2544,2585
Fannin,Female,80+ years,835,829,851
Fannin,Female,5+ years,15776,15789,16113
Fannin,Female,65+ years,3380,3373,3436
Fannin,Female,12+ years,14308,14328,14608
Fannin,Female,<16 years,3228,3229,3293
Fannin,Female,16-49 years,6517,6531,6631
Fannin,Male,<5 years,893,890,899
Fannin,Male,12-15 years,1003,1007,1014
Fannin,Male,16+ years,15507,15548,16026
Fannin,Male,50-64 years,3814,3838,3913
Fannin,Male,65-79 years,2467,2483,2547
Fannin,Male,80+ years,663,655,644
Fannin,Male,5+ years,18123,18175,18686
Fannin,Male,65+ years,3130,3138,3191
Fannin,Male,12+ years,16510,16555,17040
Fannin,Male,<16 years,3509,3517,3559
Fannin,Male,16-49 years,8563,8572,8922
Fayette,Female,<5 years,556,555,527
Fayette,Female,12-15 years,591,594,600
Fayette,Female,16+ years,10196,10200,10332
Fayette,Female,50-64 years,2618,2598,2591
Fayette,Female,65-79 years,2399,2420,2502
Fayette,Female,80+ years,944,942,934
Fayette,Female,5+ years,11793,11805,11927
Fayette,Female,65+ years,3343,3362,3436
Fayette,Female,12+ years,10787,10794,10932
Fayette,Female,<16 years,2153,2160,2122
Fayette,Female,16-49 years,4235,4240,4305
Fayette,Male,<5 years,649,630,634
Fayette,Male,12-15 years,611,607,609
Fayette,Male,16+ years,9861,9887,10034
Fayette,Male,50-64 years,2569,2564,2550
Fayette,Male,65-79 years,2337,2358,2466
Fayette,Male,80+ years,659,661,662
Fayette,Male,5+ years,11437,11462,11599
Fayette,Male,65+ years,2996,3019,3128
Fayette,Male,12+ years,10472,10494,10643
Fayette,Male,<16 years,2225,2205,2199
Fayette,Male,16-49 years,4296,4304,4356
Fisher,Female,<5 years,88,91,92
Fisher,Female,12-15 years,93,91,98
Fisher,Female,16+ years,1456,1452,1472
Fisher,Female,50-64 years,351,350,353
Fisher,Female,65-79 years,312,314,327
Fisher,Female,80+ years,154,151,140
Fisher,Female,5+ years,1733,1724,1744
Fisher,Female,65+ years,466,465,467
Fisher,Female,12+ years,1549,1543,1570
Fisher,Female,<16 years,365,363,364
Fisher,Female,16-49 years,639,637,652
Fisher,Male,<5 years,96,96,90
Fisher,Male,12-15 years,96,97,99
Fisher,Male,16+ years,1488,1497,1499
Fisher,Male,50-64 years,393,392,385
Fisher,Male,65-79 years,316,322,340
Fisher,Male,80+ years,99,101,94
Fisher,Male,5+ years,1755,1766,1780
Fisher,Male,65+ years,415,423,434
Fisher,Male,12+ years,1584,1594,1598
Fisher,Male,<16 years,363,365,371
Fisher,Male,16-49 years,680,682,680
Floyd,Female,<5 years,178,177,180
Floyd,Female,12-15 years,166,167,168
Floyd,Female,16+ years,2050,2046,2051
Floyd,Female,50-64 years,463,463,469
Floyd,Female,65-79 years,386,386,383
Floyd,Female,80+ years,152,154,153
Floyd,Female,5+ years,2498,2487,2479
Floyd,Female,65+ years,538,540,536
Floyd,Female,12+ years,2216,2213,2219
Floyd,Female,<16 years,626,618,608
Floyd,Female,16-49 years,1049,1043,1046
Floyd,Male,<5 years,161,159,156
Floyd,Male,12-15 years,191,189,186
Floyd,Male,16+ years,2097,2091,2075
Floyd,Male,50-64 years,485,481,487
Floyd,Male,65-79 years,370,370,375
Floyd,Male,80+ years,131,132,135
Floyd,Male,5+ years,2565,2555,2535
Floyd,Male,65+ years,501,502,510
Floyd,Male,12+ years,2288,2280,2261
Floyd,Male,<16 years,629,623,616
Floyd,Male,16-49 years,1111,1108,1078
Foard,Female,<5 years,28,28,35
Foard,Female,12-15 years,29,28,22
Foard,Female,16+ years,480,478,468
Foard,Female,50-64 years,122,122,121
Foard,Female,65-79 years,96,93,95
Foard,Female,80+ years,67,67,64
Foard,Female,5+ years,554,551,532
Foard,Female,65+ years,163,160,159
Foard,Female,12+ years,509,506,490
Foard,Female,<16 years,102,101,99
Foard,Female,16-49 years,195,196,188
Foard,Male,<5 years,24,27,32
Foard,Male,12-15 years,23,22,23
Foard,Male,16+ years,428,422,424
Foard,Male,50-64 years,131,127,128
Foard,Male,65-79 years,101,101,103
Foard,Male,80+ years,30,30,35
Foard,Male,5+ years,489,480,481
Foard,Male,65+ years,131,131,138
Foard,Male,12+ years,451,444,447
Foard,Male,<16 years,85,85,89
Foard,Male,16-49 years,166,164,158
Fort Bend,Female,<5 years,26275,26223,25932
Fort Bend,Female,12-15 years,26087,26202,26923
Fort Bend,Female,16+ years,319908,322587,335659
Fort Bend,Female,50-64 years,75360,75885,78238
Fort Bend,Female,65-79 years,41914,42681,45584
Fort Bend,Female,80+ years,9457,9602,10067
Fort Bend,Female,5+ years,390563,393631,409435
Fort Bend,Female,65+ years,51371,52283,55651
Fort Bend,Female,12+ years,345995,348789,362582
Fort Bend,Female,<16 years,96930,97267,99708
Fort Bend,Female,16-49 years,193177,194419,201770
Fort Bend,Male,<5 years,26827,26760,26815
Fort Bend,Male,12-15 years,27667,27830,28560
Fort Bend,Male,16+ years,304374,306860,319099
Fort Bend,Male,50-64 years,74109,74676,76759
Fort Bend,Male,65-79 years,37709,38325,40958
Fort Bend,Male,80+ years,6541,6648,7094
Fort Bend,Male,5+ years,379114,382018,396345
Fort Bend,Male,65+ years,44250,44973,48052
Fort Bend,Male,12+ years,332041,334690,347659
Fort Bend,Male,<16 years,101567,101918,104061
Fort Bend,Male,16-49 years,186015,187211,194288
Franklin,Female,<5 years,275,273,286
Franklin,Female,12-15 years,290,289,289
Franklin,Female,16+ years,4132,4139,4204
Franklin,Female,50-64 years,1071,1069,1055
Franklin,Female,65-79 years,887,891,899
Franklin,Female,80+ years,272,267,271
Franklin,Female,5+ years,4897,4896,4963
Franklin,Female,65+ years,1159,1158,1170
Franklin,Female,12+ years,4422,4428,4493
Franklin,Female,<16 years,1040,1030,1045
Franklin,Female,16-49 years,1902,1912,1979
Franklin,Male,<5 years,302,297,304
Franklin,Male,12-15 years,305,306,299
Franklin,Male,16+ years,4097,4107,4145
Franklin,Male,50-64 years,1088,1085,1075
Franklin,Male,65-79 years,851,857,900
Franklin,Male,80+ years,220,221,226
Franklin,Male,5+ years,4885,4900,4911
Franklin,Male,65+ years,1071,1078,1126
Franklin,Male,12+ years,4402,4413,4444
Franklin,Male,<16 years,1090,1090,1070
Franklin,Male,16-49 years,1938,1944,1944
Freestone,Female,<5 years,567,563,565
Freestone,Female,12-15 years,514,515,518
Freestone,Female,16+ years,7332,7324,7499
Freestone,Female,50-64 years,1764,1766,1814
Freestone,Female,65-79 years,1572,1572,1609
Freestone,Female,80+ years,527,527,532
Freestone,Female,5+ years,8694,8685,8904
Freestone,Female,65+ years,2099,2099,2141
Freestone,Female,12+ years,7846,7839,8017
Freestone,Female,<16 years,1929,1924,1970
Freestone,Female,16-49 years,3469,3459,3544
Freestone,Male,<5 years,555,562,522
Freestone,Male,12-15 years,543,546,551
Freestone,Male,16+ years,8205,8217,8331
Freestone,Male,50-64 years,1952,1954,1999
Freestone,Male,65-79 years,1460,1469,1493
Freestone,Male,80+ years,356,351,359
Freestone,Male,5+ years,9619,9635,9783
Freestone,Male,65+ years,1816,1820,1852
Freestone,Male,12+ years,8748,8763,8882
Freestone,Male,<16 years,1969,1980,1974
Freestone,Male,16-49 years,4437,4443,4480
Frio,Female,<5 years,561,549,557
Frio,Female,12-15 years,470,468,449
Frio,Female,16+ years,5580,5592,5613
Frio,Female,50-64 years,1215,1214,1217
Frio,Female,65-79 years,913,920,936
Frio,Female,80+ years,314,311,300
Frio,Female,5+ years,6874,6878,6870
Frio,Female,65+ years,1227,1231,1236
Frio,Female,12+ years,6050,6060,6062
Frio,Female,<16 years,1855,1835,1814
Frio,Female,16-49 years,3138,3147,3160
Frio,Male,<5 years,562,564,566
Frio,Male,12-15 years,518,515,518
Frio,Male,16+ years,9013,9007,9074
Frio,Male,50-64 years,1362,1357,1365
Frio,Male,65-79 years,780,782,806
Frio,Male,80+ years,202,206,205
Frio,Male,5+ years,10388,10375,10443
Frio,Male,65+ years,982,988,1011
Frio,Male,12+ years,9531,9522,9592
Frio,Male,<16 years,1937,1932,1935
Frio,Male,16-49 years,6669,6662,6698
Gaines,Female,<5 years,1056,1057,1058
Gaines,Female,12-15 years,891,892,894
Gaines,Female,16+ years,7095,7126,7209
Gaines,Female,50-64 years,1486,1486,1494
Gaines,Female,65-79 years,720,729,753
Gaines,Female,80+ years,254,249,242
Gaines,Female,5+ years,9548,9587,9642
Gaines,Female,65+ years,974,978,995
Gaines,Female,12+ years,7986,8018,8103
Gaines,Female,<16 years,3509,3518,3491
Gaines,Female,16-49 years,4635,4662,4720
Gaines,Male,<5 years,1184,1193,1184
Gaines,Male,12-15 years,857,863,858
Gaines,Male,16+ years,7437,7475,7579
Gaines,Male,50-64 years,1631,1631,1638
Gaines,Male,65-79 years,703,716,752
Gaines,Male,80+ years,173,166,166
Gaines,Male,5+ years,9810,9864,10011
Gaines,Male,65+ years,876,882,918
Gaines,Male,12+ years,8294,8338,8437
Gaines,Male,<16 years,3557,3582,3616
Gaines,Male,16-49 years,4930,4962,5023
Galveston,Female,<5 years,10352,10283,10110
Galveston,Female,12-15 years,9800,9792,9852
Galveston,Female,16+ years,140858,141326,143302
Galveston,Female,50-64 years,35139,35226,35460
Galveston,Female,65-79 years,21812,22064,22923
Galveston,Female,80+ years,6111,6156,6166
Galveston,Female,5+ years,167209,167692,169848
Galveston,Female,65+ years,27923,28220,29089
Galveston,Female,12+ years,150658,151118,153154
Galveston,Female,<16 years,36703,36649,36656
Galveston,Female,16-49 years,77796,77880,78753
Galveston,Male,<5 years,10731,10647,10373
Galveston,Male,12-15 years,10304,10313,10350
Galveston,Male,16+ years,134835,135237,137003
Galveston,Male,50-64 years,34192,34216,34302
Galveston,Male,65-79 years,19760,19977,20803
Galveston,Male,80+ years,3999,4019,4141
Galveston,Male,5+ years,162390,162836,164731
Galveston,Male,65+ years,23759,23996,24944
Galveston,Male,12+ years,145139,145550,147353
Galveston,Male,<16 years,38286,38246,38101
Galveston,Male,16-49 years,76884,77025,77757
Garza,Female,<5 years,106,105,111
Garza,Female,12-15 years,100,97,102
Garza,Female,16+ years,1592,1574,1600
Garza,Female,50-64 years,379,384,400
Garza,Female,65-79 years,259,255,264
Garza,Female,80+ years,99,94,97
Garza,Female,5+ years,1879,1859,1890
Garza,Female,65+ years,358,349,361
Garza,Female,12+ years,1692,1671,1702
Garza,Female,<16 years,393,390,401
Garza,Female,16-49 years,855,841,839
Garza,Male,<5 years,119,121,101
Garza,Male,12-15 years,154,153,147
Garza,Male,16+ years,3398,3397,3452
Garza,Male,50-64 years,647,644,662
Garza,Male,65-79 years,223,227,234
Garza,Male,80+ years,90,93,95
Garza,Male,5+ years,3712,3709,3761
Garza,Male,65+ years,313,320,329
Garza,Male,12+ years,3552,3550,3599
Garza,Male,<16 years,433,433,410
Garza,Male,16-49 years,2438,2433,2461
Gillespie,Female,<5 years,646,645,664
Gillespie,Female,12-15 years,597,595,617
Gillespie,Female,16+ years,11343,11339,11652
Gillespie,Female,50-64 years,2878,2872,2919
Gillespie,Female,65-79 years,3039,3050,3134
Gillespie,Female,80+ years,1117,1117,1127
Gillespie,Female,5+ years,13007,12998,13341
Gillespie,Female,65+ years,4156,4167,4261
Gillespie,Female,12+ years,11940,11934,12269
Gillespie,Female,<16 years,2310,2304,2353
Gillespie,Female,16-49 years,4309,4300,4472
Gillespie,Male,<5 years,639,638,615
Gillespie,Male,12-15 years,658,657,665
Gillespie,Male,16+ years,10688,10708,10913
Gillespie,Male,50-64 years,2612,2615,2636
Gillespie,Male,65-79 years,2779,2797,2852
Gillespie,Male,80+ years,908,907,894
Gillespie,Male,5+ years,12433,12451,12677
Gillespie,Male,65+ years,3687,3704,3746
Gillespie,Male,12+ years,11346,11365,11578
Gillespie,Male,<16 years,2384,2381,2379
Gillespie,Male,16-49 years,4389,4389,4531
Glasscock,Female,<5 years,40,39,44
Glasscock,Female,12-15 years,31,32,33
Glasscock,Female,16+ years,381,385,395
Glasscock,Female,50-64 years,91,95,99
Glasscock,Female,65-79 years,60,61,58
Glasscock,Female,80+ years,13,14,13
Glasscock,Female,5+ years,463,468,484
Glasscock,Female,65+ years,73,75,71
Glasscock,Female,12+ years,412,417,428
Glasscock,Female,<16 years,122,122,133
Glasscock,Female,16-49 years,217,215,225
Glasscock,Male,<5 years,32,31,38
Glasscock,Male,12-15 years,36,36,38
Glasscock,Male,16+ years,482,478,485
Glasscock,Male,50-64 years,102,107,114
Glasscock,Male,65-79 years,76,76,76
Glasscock,Male,80+ years,16,15,10
Glasscock,Male,5+ years,581,576,583
Glasscock,Male,65+ years,92,91,86
Glasscock,Male,12+ years,518,514,523
Glasscock,Male,<16 years,131,129,136
Glasscock,Male,16-49 years,288,280,285
Goliad,Female,<5 years,177,174,185
Goliad,Female,12-15 years,166,166,167
Goliad,Female,16+ years,2883,2888,2944
Goliad,Female,50-64 years,744,739,749
Goliad,Female,65-79 years,642,646,658
Goliad,Female,80+ years,209,213,214
Goliad,Female,5+ years,3355,3359,3411
Goliad,Female,65+ years,851,859,872
Goliad,Female,12+ years,3049,3054,3111
Goliad,Female,<16 years,649,645,652
Goliad,Female,16-49 years,1288,1290,1323
Goliad,Male,<5 years,176,165,186
Goliad,Male,12-15 years,189,187,178
Goliad,Male,16+ years,2858,2860,2910
Goliad,Male,50-64 years,747,746,740
Goliad,Male,65-79 years,614,613,637
Goliad,Male,80+ years,171,172,176
Goliad,Male,5+ years,3304,3307,3381
Goliad,Male,65+ years,785,785,813
Goliad,Male,12+ years,3047,3047,3088
Goliad,Male,<16 years,622,612,657
Goliad,Male,16-49 years,1326,1329,1357
Gonzales,Female,<5 years,658,650,633
Gonzales,Female,12-15 years,580,578,560
Gonzales,Female,16+ years,7479,7494,7554
Gonzales,Female,50-64 years,1798,1800,1819
Gonzales,Female,65-79 years,1277,1279,1309
Gonzales,Female,80+ years,464,468,473
Gonzales,Female,5+ years,9031,9044,9068
Gonzales,Female,65+ years,1741,1747,1782
Gonzales,Female,12+ years,8059,8072,8114
Gonzales,Female,<16 years,2210,2200,2147
Gonzales,Female,16-49 years,3940,3947,3953
Gonzales,Male,<5 years,698,695,683
Gonzales,Male,12-15 years,656,655,635
Gonzales,Male,16+ years,7507,7497,7519
Gonzales,Male,50-64 years,1860,1857,1825
Gonzales,Male,65-79 years,1251,1252,1302
Gonzales,Male,80+ years,342,345,352
Gonzales,Male,5+ years,9266,9264,9257
Gonzales,Male,65+ years,1593,1597,1654
Gonzales,Male,12+ years,8163,8152,8154
Gonzales,Male,<16 years,2457,2462,2421
Gonzales,Male,16-49 years,4054,4043,4040
Gray,Female,<5 years,580,572,560
Gray,Female,12-15 years,605,596,578
Gray,Female,16+ years,7480,7469,7430
Gray,Female,50-64 years,1709,1704,1679
Gray,Female,65-79 years,1352,1359,1390
Gray,Female,80+ years,505,506,503
Gray,Female,5+ years,9137,9105,9002
Gray,Female,65+ years,1857,1865,1893
Gray,Female,12+ years,8085,8065,8008
Gray,Female,<16 years,2237,2208,2132
Gray,Female,16-49 years,3914,3900,3858
Gray,Male,<5 years,726,715,660
Gray,Male,12-15 years,648,647,635
Gray,Male,16+ years,8970,8980,8978
Gray,Male,50-64 years,2140,2131,2110
Gray,Male,65-79 years,1169,1179,1211
Gray,Male,80+ years,377,375,368
Gray,Male,5+ years,10784,10787,10808
Gray,Male,65+ years,1546,1554,1579
Gray,Male,12+ years,9618,9627,9613
Gray,Male,<16 years,2540,2522,2490
Gray,Male,16-49 years,5284,5295,5289
Grayson,Female,<5 years,4073,4044,4099
Grayson,Female,12-15 years,3714,3730,3759
Grayson,Female,16+ years,55024,55239,56723
Grayson,Female,50-64 years,13857,13881,14066
Grayson,Female,65-79 years,10056,10146,10633
Grayson,Female,80+ years,3125,3131,3104
Grayson,Female,5+ years,65000,65264,66876
Grayson,Female,65+ years,13181,13277,13737
Grayson,Female,12+ years,58738,58969,60482
Grayson,Female,<16 years,14049,14069,14252
Grayson,Female,16-49 years,27986,28081,28920
Grayson,Male,<5 years,4255,4270,4299
Grayson,Male,12-15 years,3858,3865,3934
Grayson,Male,16+ years,51660,51850,53271
Grayson,Male,50-64 years,13157,13190,13348
Grayson,Male,65-79 years,8939,9038,9394
Grayson,Male,80+ years,2023,2019,2062
Grayson,Male,5+ years,62215,62436,64062
Grayson,Male,65+ years,10962,11057,11456
Grayson,Male,12+ years,55518,55715,57205
Grayson,Male,<16 years,14810,14856,15090
Grayson,Male,16-49 years,27541,27603,28467
Gregg,Female,<5 years,4095,4061,4021
Gregg,Female,12-15 years,3522,3532,3612
Gregg,Female,16+ years,49381,49389,49468
Gregg,Female,50-64 years,11335,11312,11267
Gregg,Female,65-79 years,7980,8006,8190
Gregg,Female,80+ years,2896,2880,2816
Gregg,Female,5+ years,59296,59295,59376
Gregg,Female,65+ years,10876,10886,11006
Gregg,Female,12+ years,52903,52921,53080
Gregg,Female,<16 years,14010,13967,13929
Gregg,Female,16-49 years,27170,27191,27195
Gregg,Male,<5 years,4230,4204,4152
Gregg,Male,12-15 years,3807,3797,3825
Gregg,Male,16+ years,46245,46259,46307
Gregg,Male,50-64 years,10708,10681,10530
Gregg,Male,65-79 years,6625,6663,6913
Gregg,Male,80+ years,1691,1680,1661
Gregg,Male,5+ years,56618,56615,56652
Gregg,Male,65+ years,8316,8343,8574
Gregg,Male,12+ years,50052,50056,50132
Gregg,Male,<16 years,14603,14560,14497
Gregg,Male,16-49 years,27221,27235,27203
Grimes,Female,<5 years,859,863,857
Grimes,Female,12-15 years,722,725,742
Grimes,Female,16+ years,10441,10499,10786
Grimes,Female,50-64 years,2697,2704,2678
Grimes,Female,65-79 years,2021,2055,2185
Grimes,Female,80+ years,595,583,605
Grimes,Female,5+ years,12399,12473,12851
Grimes,Female,65+ years,2616,2638,2790
Grimes,Female,12+ years,11163,11224,11528
Grimes,Female,<16 years,2817,2837,2922
Grimes,Female,16-49 years,5128,5157,5318
Grimes,Male,<5 years,784,782,812
Grimes,Male,12-15 years,788,790,797
Grimes,Male,16+ years,13067,13134,13600
Grimes,Male,50-64 years,3291,3307,3348
Grimes,Male,65-79 years,2207,2222,2311
Grimes,Male,80+ years,443,454,488
Grimes,Male,5+ years,15226,15296,15767
Grimes,Male,65+ years,2650,2676,2799
Grimes,Male,12+ years,13855,13924,14397
Grimes,Male,<16 years,2943,2944,2979
Grimes,Male,16-49 years,7126,7151,7453
Guadalupe,Female,<5 years,5053,5048,4882
Guadalupe,Female,12-15 years,4910,4913,5006
Guadalupe,Female,16+ years,68340,68714,70459
Guadalupe,Female,50-64 years,16007,16080,16378
Guadalupe,Female,65-79 years,10171,10297,10826
Guadalupe,Female,80+ years,3013,3029,3106
Guadalupe,Female,5+ years,81663,82090,84043
Guadalupe,Female,65+ years,13184,13326,13932
Guadalupe,Female,12+ years,73250,73627,75465
Guadalupe,Female,<16 years,18376,18424,18466
Guadalupe,Female,16-49 years,39149,39308,40149
Guadalupe,Male,<5 years,5242,5210,5102
Guadalupe,Male,12-15 years,5260,5266,5314
Guadalupe,Male,16+ years,66690,67096,68818
Guadalupe,Male,50-64 years,15555,15654,15963
Guadalupe,Male,65-79 years,9118,9224,9574
Guadalupe,Male,80+ years,2123,2147,2237
Guadalupe,Male,5+ years,80748,81193,83009
Guadalupe,Male,65+ years,11241,11371,11811
Guadalupe,Male,12+ years,71950,72362,74132
Guadalupe,Male,<16 years,19300,19307,19293
Guadalupe,Male,16-49 years,39894,40071,41044
Hale,Female,<5 years,1041,1029,974
Hale,Female,12-15 years,1077,1073,1060
Hale,Female,16+ years,11652,11619,11491
Hale,Female,50-64 years,2616,2604,2555
Hale,Female,65-79 years,1713,1719,1753
Hale,Female,80+ years,627,627,603
Hale,Female,5+ years,14479,14439,14225
Hale,Female,65+ years,2340,2346,2356
Hale,Female,12+ years,12729,12692,12551
Hale,Female,<16 years,3868,3849,3708
Hale,Female,16-49 years,6696,6669,6580
Hale,Male,<5 years,1068,1073,1020
Hale,Male,12-15 years,1086,1081,1061
Hale,Male,16+ years,13096,13089,13238
Hale,Male,50-64 years,2721,2719,2705
Hale,Male,65-79 years,1633,1645,1667
Hale,Male,80+ years,406,400,385
Hale,Male,5+ years,15934,15898,16001
Hale,Male,65+ years,2039,2045,2052
Hale,Male,12+ years,14182,14170,14299
Hale,Male,<16 years,3906,3882,3783
Hale,Male,16-49 years,8336,8325,8481
Hall,Female,<5 years,51,49,54
Hall,Female,12-15 years,81,80,87
Hall,Female,16+ years,1148,1145,1144
Hall,Female,50-64 years,289,289,290
Hall,Female,65-79 years,264,265,259
Hall,Female,80+ years,99,100,103
Hall,Female,5+ years,1364,1357,1366
Hall,Female,65+ years,363,365,362
Hall,Female,12+ years,1229,1225,1231
Hall,Female,<16 years,267,261,276
Hall,Female,16-49 years,496,491,492
Hall,Male,<5 years,62,60,59
Hall,Male,12-15 years,83,80,77
Hall,Male,16+ years,1147,1139,1173
Hall,Male,50-64 years,303,303,303
Hall,Male,65-79 years,234,232,237
Hall,Male,80+ years,100,101,95
Hall,Male,5+ years,1348,1335,1366
Hall,Male,65+ years,334,333,332
Hall,Male,12+ years,1230,1219,1250
Hall,Male,<16 years,263,256,252
Hall,Male,16-49 years,510,503,538
Hamilton,Female,<5 years,213,207,191
Hamilton,Female,12-15 years,195,198,201
Hamilton,Female,16+ years,3367,3385,3401
Hamilton,Female,50-64 years,823,831,836
Hamilton,Female,65-79 years,787,790,780
Hamilton,Female,80+ years,327,327,331
Hamilton,Female,5+ years,3893,3912,3942
Hamilton,Female,65+ years,1114,1117,1111
Hamilton,Female,12+ years,3562,3583,3602
Hamilton,Female,<16 years,739,734,732
Hamilton,Female,16-49 years,1430,1437,1454
Hamilton,Male,<5 years,233,230,206
Hamilton,Male,12-15 years,223,227,226
Hamilton,Male,16+ years,3276,3270,3276
Hamilton,Male,50-64 years,821,820,817
Hamilton,Male,65-79 years,710,710,715
Hamilton,Male,80+ years,227,223,216
Hamilton,Male,5+ years,3883,3881,3890
Hamilton,Male,65+ years,937,933,931
Hamilton,Male,12+ years,3499,3497,3502
Hamilton,Male,<16 years,840,841,820
Hamilton,Male,16-49 years,1518,1517,1528
Hansford,Female,<5 years,184,183,165
Hansford,Female,12-15 years,179,177,168
Hansford,Female,16+ years,1952,1944,1920
Hansford,Female,50-64 years,442,443,430
Hansford,Female,65-79 years,306,304,309
Hansford,Female,80+ years,123,122,119
Hansford,Female,5+ years,2420,2408,2357
Hansford,Female,65+ years,429,426,428
Hansford,Female,12+ years,2131,2121,2088
Hansford,Female,<16 years,652,647,602
Hansford,Female,16-49 years,1081,1075,1062
Hansford,Male,<5 years,208,206,203
Hansford,Male,12-15 years,196,193,189
Hansford,Male,16+ years,1947,1938,1934
Hansford,Male,50-64 years,476,471,471
Hansford,Male,65-79 years,286,290,301
Hansford,Male,80+ years,78,76,75
Hansford,Male,5+ years,2473,2458,2434
Hansford,Male,65+ years,364,366,376
Hansford,Male,12+ years,2143,2131,2123
Hansford,Male,<16 years,734,726,703
Hansford,Male,16-49 years,1107,1101,1087
Hardeman,Female,<5 years,88,93,90
Hardeman,Female,12-15 years,81,81,82
Hardeman,Female,16+ years,1450,1455,1427
Hardeman,Female,50-64 years,342,345,350
Hardeman,Female,65-79 years,310,307,310
Hardeman,Female,80+ years,108,109,102
Hardeman,Female,5+ years,1669,1671,1665
Hardeman,Female,65+ years,418,416,412
Hardeman,Female,12+ years,1531,1536,1509
Hardeman,Female,<16 years,307,309,328
Hardeman,Female,16-49 years,690,694,665
Hardeman,Male,<5 years,87,86,91
Hardeman,Male,12-15 years,114,115,114
Hardeman,Male,16+ years,1421,1425,1430
Hardeman,Male,50-64 years,333,332,327
Hardeman,Male,65-79 years,277,279,283
Hardeman,Male,80+ years,94,94,99
