"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-01-15,"Age","<1 year",252,0.00366348292555279,5,0.000158982511923688
2021-01-15,"Age","1-9 years",1225,0.0178085975547705,8,0.000254372019077901
2021-01-15,"Age","10-19 years",3249,0.0472327620044485,23,0.000731319554848967
2021-01-15,"Age","20-29 years",13731,0.199616206550656,160,0.00508744038155803
2021-01-15,"Age","30-39 years",14891,0.216479858112725,500,0.0158982511923688
2021-01-15,"Age","40-49 years",13107,0.190544725020716,1536,0.0488394276629571
2021-01-15,"Age","50-59 years",11148,0.16206550656374,3464,0.110143084260731
2021-01-15,"Age","60-64 years",4071,0.059182694404466,2878,0.091510333863275
2021-01-15,"Age","65-69 years",2733,0.0397313445854595,3663,0.116470588235294
2021-01-15,"Age","70-74 years",1641,0.023856251908064,4119,0.130969793322735
2021-01-15,"Age","75-79 years",1067,0.0155116519109715,4098,0.130302066772655
2021-01-15,"Age","80+ years",1672,0.0243069184584296,10996,0.349634340222576
2021-01-15,"Gender","Female",23851,0.351168303420251,13279,0.422239180896054
2021-01-15,"Gender","Male",44068,0.648831696579749,18170,0.577760819103946
2021-01-15,"Race","Asian",913,0.0150354890239283,595,0.0189309576837416
2021-01-15,"Race","Black",11296,0.186025064637781,3038,0.0966592427616926
2021-01-15,"Race","Hispanic",26631,0.438565288276271,15286,0.486350620426344
2021-01-15,"Race","Other",346,0.0056980056980057,167,0.00531339484568883
2021-01-15,"Race","White",21537,0.354676152364014,12344,0.392745784282533
