"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-08-06,"Age","<1 year",284,0.00353673723536737,8,0.000152759213290052
2021-08-06,"Age","1-9 years",1414,0.0176089663760897,14,0.00026732862325759
2021-08-06,"Age","10-19 years",3909,0.0486799501867995,37,0.000706511361466488
2021-08-06,"Age","20-29 years",15925,0.198318804483188,287,0.0054802367767806
2021-08-06,"Age","30-39 years",17483,0.21772104607721,936,0.017872827954936
2021-08-06,"Age","40-49 years",15331,0.190921544209215,2720,0.0519381325186175
2021-08-06,"Age","50-59 years",12939,0.161133250311332,6037,0.115275921329005
2021-08-06,"Age","60-64 years",4683,0.058318804483188,4982,0.0951308000763796
2021-08-06,"Age","65-69 years",3169,0.0394645080946451,6369,0.121615428680542
2021-08-06,"Age","70-74 years",1923,0.023947696139477,6979,0.133263318693909
2021-08-06,"Age","75-79 years",1274,0.015865504358655,6876,0.131296543822799
2021-08-06,"Age","80+ years",1966,0.0244831880448319,17125,0.327000190949017
2021-08-06,"Gender","Female",27489,0.346148034351626,21956,0.41925566652027
2021-08-06,"Gender","Male",51925,0.653851965648374,30413,0.58074433347973
2021-08-06,"Race","Asian",990,0.0138337711698619,1101,0.0210327239383346
2021-08-06,"Race","Black",13172,0.184059024090325,5342,0.102049783177642
2021-08-06,"Race","Hispanic",28758,0.401850092225141,24208,0.462452480562401
2021-08-06,"Race","Other",600,0.00838410373931027,291,0.00555905782566336
2021-08-06,"Race","White",28044,0.391873008775362,21405,0.40890595449596
