"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-06-04,"Age","<1 year",279,0.00350678733031674,7,0.000138367266258154
2021-06-04,"Age","1-9 years",1382,0.0173705379587733,13,0.000256967780193714
2021-06-04,"Age","10-19 years",3821,0.0480266465560583,34,0.000672069578968176
2021-06-04,"Age","20-29 years",15806,0.198667672197084,261,0.00515912235619688
2021-06-04,"Age","30-39 years",17337,0.217911010558069,868,0.0171575410160111
2021-06-04,"Age","40-49 years",15208,0.191151332327803,2528,0.0499703498715161
2021-06-04,"Age","50-59 years",12831,0.161274509803922,5735,0.113362324570073
2021-06-04,"Age","60-64 years",4645,0.0583836098541981,4775,0.0943862423403835
2021-06-04,"Age","65-69 years",3143,0.0395047762694822,6140,0.121367859260723
2021-06-04,"Age","70-74 years",1904,0.0239316239316239,6768,0.133781379719312
2021-06-04,"Age","75-79 years",1254,0.0157616892911011,6676,0.131962838505634
2021-06-04,"Age","80+ years",1950,0.0245098039215686,16785,0.33178493773473
2021-06-04,"Gender","Female",27126,0.344785510009533,21204,0.419142501334282
2021-06-04,"Gender","Male",51549,0.655214489990467,29385,0.580857498665718
2021-06-04,"Race","Asian",965,0.0136137915467524,1080,0.0213578025194297
2021-06-04,"Race","Black",13062,0.184272896563399,5129,0.101429786224217
2021-06-04,"Race","Hispanic",28490,0.401924270639354,23500,0.464729962228331
2021-06-04,"Race","Other",579,0.00816827492805147,274,0.0054185536021516
2021-06-04,"Race","White",27788,0.392020766322442,20584,0.407063895425871
