"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-03-05,"Age","<1 year",267,0.00352535748709349,6,0.000135949608011964
2021-03-05,"Age","1-9 years",1269,0.0167553507532646,10,0.000226582680019939
2021-03-05,"Age","10-19 years",3446,0.0454995576798659,31,0.000702406308061812
2021-03-05,"Age","20-29 years",15119,0.199625018154931,216,0.00489418588843069
2021-03-05,"Age","30-39 years",16730,0.220895995352338,700,0.0158607876013958
2021-03-05,"Age","40-49 years",14622,0.193062835866221,2075,0.0470159061041374
2021-03-05,"Age","50-59 years",12266,0.161955187028797,4796,0.108669053337563
2021-03-05,"Age","60-64 years",4407,0.0581882039161836,4042,0.0915847192640594
2021-03-05,"Age","65-69 years",2963,0.039122225596472,5238,0.118684007794444
2021-03-05,"Age","70-74 years",1747,0.0230666649061885,5891,0.133479856799746
2021-03-05,"Age","75-79 years",1139,0.0150388845610468,5913,0.13397833869579
2021-03-05,"Age","80+ years",1762,0.0232647186975983,15216,0.34476820591834
2021-03-05,"Gender","Female",25349,0.338709246392304,18487,0.418892891940271
2021-03-05,"Gender","Male",49491,0.661290753607696,25646,0.581107108059729
2021-03-05,"Race","Asian",933,0.0138546523714769,898,0.0203581954205396
2021-03-05,"Race","Black",12672,0.188173799411957,4252,0.0963953751983677
2021-03-05,"Race","Hispanic",27728,0.411748982804194,20453,0.463681704828837
2021-03-05,"Race","Other",428,0.00635561759377506,231,0.00523690773067332
2021-03-05,"Race","White",25581,0.379866947818598,18276,0.414327816821582
