"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-08-13,"Age","<1 year",284,0.00353673723536737,8,0.000151140163609227
2021-08-13,"Age","1-9 years",1414,0.0176089663760897,14,0.000264495286316147
2021-08-13,"Age","10-19 years",3909,0.0486799501867995,37,0.000699023256692675
2021-08-13,"Age","20-29 years",15925,0.198318804483188,296,0.0055921860535414
2021-08-13,"Age","30-39 years",17483,0.21772104607721,963,0.0181934971944607
2021-08-13,"Age","40-49 years",15331,0.190921544209215,2777,0.052464529292853
2021-08-13,"Age","50-59 years",12939,0.161133250311332,6131,0.115830042886021
2021-08-13,"Age","60-64 years",4683,0.058318804483188,5036,0.0951427329920085
2021-08-13,"Age","65-69 years",3169,0.0394645080946451,6430,0.121478906500916
2021-08-13,"Age","70-74 years",1923,0.023947696139477,7046,0.133116699098827
2021-08-13,"Age","75-79 years",1274,0.015865504358655,6931,0.130944059246944
2021-08-13,"Age","80+ years",1966,0.0244831880448319,17262,0.32612268802781
2021-08-13,"Gender","Female",27489,0.346148034351626,22195,0.419327413565086
2021-08-13,"Gender","Male",51925,0.653851965648374,30735,0.580672586434914
2021-08-13,"Race","Asian",990,0.0138337711698619,1105,0.0208853103500416
2021-08-13,"Race","Black",13172,0.184059024090325,5387,0.101818250548121
2021-08-13,"Race","Hispanic",28758,0.401850092225141,24389,0.460969985635443
2021-08-13,"Race","Other",600,0.00838410373931027,295,0.00557571633779391
2021-08-13,"Race","White",28044,0.391873008775362,21732,0.410750737128601
