"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-03-26,"Age","<1 year",269,0.00350721652172779,6,0.000127697612054655
2021-03-26,"Age","1-9 years",1290,0.0168189937287318,11,0.000234112288766867
2021-03-26,"Age","10-19 years",3501,0.045645966701,32,0.000681053930958158
2021-03-26,"Age","20-29 years",15292,0.199376784573463,227,0.00483122632273443
2021-03-26,"Age","30-39 years",16883,0.220120210172232,760,0.0161750308602562
2021-03-26,"Age","40-49 years",14783,0.192740452939412,2219,0.0472268335248798
2021-03-26,"Age","50-59 years",12408,0.161775251307057,5154,0.109692248754948
2021-03-26,"Age","60-64 years",4464,0.0582015410891928,4375,0.0931128421231856
2021-03-26,"Age","65-69 years",3005,0.0391791288022008,5649,0.120227301749457
2021-03-26,"Age","70-74 years",1788,0.0233119075868004,6295,0.133976077980675
2021-03-26,"Age","75-79 years",1170,0.0152544361725707,6293,0.13393351210999
2021-03-26,"Age","80+ years",1846,0.0240681104056115,15965,0.339782062742093
2021-03-26,"Gender","Female",25732,0.339423038872987,19665,0.418537831222731
2021-03-26,"Gender","Male",50079,0.660576961127013,27320,0.581462168777269
2021-03-26,"Race","Asian",942,0.0137985586219019,977,0.0208044973488639
2021-03-26,"Race","Black",12850,0.188228745532314,4635,0.0986989203807415
2021-03-26,"Race","Hispanic",27870,0.408243979609773,21773,0.46364004173676
2021-03-26,"Race","Other",466,0.00682603855393449,255,0.00543003769084985
2021-03-26,"Race","White",26140,0.382902677682077,19321,0.411426502842784
