"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-07-16,"Age","<1 year",284,0.00353673723536737,7,0.0001356326293354
2021-07-16,"Age","1-9 years",1414,0.0176089663760897,13,0.000251889168765743
2021-07-16,"Age","10-19 years",3909,0.0486799501867995,34,0.000658787056771943
2021-07-16,"Age","20-29 years",15925,0.198318804483188,274,0.00530904863398566
2021-07-16,"Age","30-39 years",17483,0.21772104607721,904,0.0175159852741717
2021-07-16,"Age","40-49 years",15331,0.190921544209215,2641,0.051172253439256
2021-07-16,"Age","50-59 years",12939,0.161133250311332,5914,0.114590195698508
2021-07-16,"Age","60-64 years",4683,0.058318804483188,4893,0.0948072079054447
2021-07-16,"Age","65-69 years",3169,0.0394645080946451,6275,0.121584964154234
2021-07-16,"Age","70-74 years",1923,0.023947696139477,6897,0.133636892075179
2021-07-16,"Age","75-79 years",1274,0.015865504358655,6791,0.131583026545243
2021-07-16,"Age","80+ years",1966,0.0244831880448319,16967,0.328754117419105
2021-07-16,"Gender","Female",27489,0.346148034351626,21650,0.419500474723401
2021-07-16,"Gender","Male",51925,0.653851965648374,29959,0.580499525276599
2021-07-16,"Race","Asian",990,0.0138337711698619,1095,0.0212262779382403
2021-07-16,"Race","Black",13172,0.184059024090325,5274,0.102235059220346
2021-07-16,"Race","Hispanic",28758,0.401850092225141,23946,0.464186713706942
2021-07-16,"Race","Other",600,0.00838410373931027,284,0.00550526295384496
2021-07-16,"Race","White",28044,0.391873008775362,20988,0.406846686180627
