"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-01-08,"Age","<1 year",251,0.00369139361138891,4,0.000136472193790515
2021-01-08,"Age","1-9 years",1219,0.0179275251485382,8,0.00027294438758103
2021-01-08,"Age","10-19 years",3224,0.0474145537972822,23,0.000784715114295462
2021-01-08,"Age","20-29 years",13589,0.199849991175952,149,0.00508358921869669
2021-01-08,"Age","30-39 years",14685,0.215968586387435,469,0.0160013647219379
2021-01-08,"Age","40-49 years",12921,0.190025883875522,1461,0.0498464687819857
2021-01-08,"Age","50-59 years",11032,0.162244837931643,3268,0.111497782326851
2021-01-08,"Age","60-64 years",4020,0.0591211247720454,2689,0.0917434322756738
2021-01-08,"Age","65-69 years",2704,0.0397670451203012,3423,0.116786079836233
2021-01-08,"Age","70-74 years",1623,0.0238690511206542,3856,0.131559194814057
2021-01-08,"Age","75-79 years",1063,0.0156332725454438,3785,0.129136813374275
2021-01-08,"Age","80+ years",1665,0.0244867345137949,10175,0.347151142954623
2021-01-08,"Gender","Female",23678,0.352739623990704,12336,0.420894605752499
2021-01-08,"Gender","Male",43448,0.647260376009296,16973,0.579105394247501
2021-01-08,"Race","Asian",908,0.0151510095110963,550,0.0187770987675395
2021-01-08,"Race","Black",11098,0.18518271316536,2861,0.0976750537707828
2021-01-08,"Race","Hispanic",26457,0.441465042549641,14500,0.495032603871496
2021-01-08,"Race","Other",348,0.00580677457033205,154,0.00525758765491106
2021-01-08,"Race","White",21119,0.352394460203571,11226,0.38325765593527
