"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-12-10,"Age","<1 year",363,0.00363185224464477,14,0.000190899545931794
2021-12-10,"Age","1-9 years",2021,0.0202203123593032,22,0.000299985000749962
2021-12-10,"Age","10-19 years",5370,0.053727400974497,80,0.00109085454818168
2021-12-10,"Age","20-29 years",20390,0.204004042061451,671,0.00914954252287386
2021-12-10,"Age","30-39 years",21489,0.214999649821409,2149,0.0293030803005304
2021-12-10,"Age","40-49 years",18595,0.186044882890274,5207,0.0710009954047752
2021-12-10,"Age","50-59 years",15423,0.154308697435692,9896,0.134938707610074
2021-12-10,"Age","60-64 years",5596,0.0559885541626229,7524,0.102594870256487
2021-12-10,"Age","65-69 years",3845,0.038469619505948,8827,0.120362163709996
2021-12-10,"Age","70-74 years",2436,0.024372429939269,9351,0.127507261000586
2021-12-10,"Age","75-79 years",1655,0.0165584448068515,8830,0.120403070755553
2021-12-10,"Age","80+ years",2766,0.027674113798037,20766,0.28315856934426
2021-12-10,"Gender","Female",37491,0.379771069692058,30722,0.418921130140722
2021-12-10,"Gender","Male",61229,0.620228930307942,42614,0.581078869859278
2021-12-10,"Race","Asian",1395,0.0162205530103951,1351,0.0184331168476778
2021-12-10,"Race","Black",14755,0.171565777540057,7785,0.106218959777329
2021-12-10,"Race","Hispanic",36994,0.430152787144485,31978,0.436309556295366
2021-12-10,"Race","Other",795,0.00924397107044022,437,0.00596245156360858
2021-12-10,"Race","White",32063,0.372816911234622,31741,0.433075915516018
