"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-10-08,"Age","<1 year",363,0.00363185224464477,12,0.000181661292520096
2021-10-08,"Age","1-9 years",2021,0.0202203123593032,17,0.000257353497736803
2021-10-08,"Age","10-19 years",5370,0.053727400974497,64,0.000968860226773847
2021-10-08,"Age","20-29 years",20390,0.204004042061451,530,0.00802337375297092
2021-10-08,"Age","30-39 years",21489,0.214999649821409,1732,0.0262197798870672
2021-10-08,"Age","40-49 years",18595,0.186044882890274,4399,0.0665940021496586
2021-10-08,"Age","50-59 years",15423,0.154308697435692,8525,0.129055209894485
2021-10-08,"Age","60-64 years",5596,0.0559885541626229,6576,0.0995503883010128
2021-10-08,"Age","65-69 years",3845,0.038469619505948,7931,0.12006297591474
2021-10-08,"Age","70-74 years",2436,0.024372429939269,8525,0.129055209894485
2021-10-08,"Age","75-79 years",1655,0.0165584448068515,8155,0.123453986708449
2021-10-08,"Age","80+ years",2766,0.027674113798037,19591,0.296577198480101
2021-10-08,"Gender","Female",37491,0.379771069692058,27580,0.417524524645755
2021-10-08,"Gender","Male",61229,0.620228930307942,38476,0.582475475354245
2021-10-08,"Race","Asian",1395,0.0162205530103951,1246,0.0188733546403308
2021-10-08,"Race","Black",14755,0.171565777540057,6842,0.103636831821142
2021-10-08,"Race","Hispanic",36994,0.430152787144485,29132,0.44126690801133
2021-10-08,"Race","Other",795,0.00924397107044022,379,0.00574077159605568
2021-10-08,"Race","White",32063,0.372816911234622,28420,0.430482133931141
