"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-02-26,"Age","<1 year",262,0.00355746252444058,5,0.000124703828407532
2021-02-26,"Age","1-9 years",1251,0.0169862046491419,9,0.000224466891133558
2021-02-26,"Age","10-19 years",3376,0.0458396697805779,26,0.000648459907719167
2021-02-26,"Age","20-29 years",14683,0.199367260482294,192,0.00478862701084923
2021-02-26,"Age","30-39 years",16200,0.21996524006083,632,0.0157625639107121
2021-02-26,"Age","40-49 years",14164,0.192320225939605,1867,0.0465644095273725
2021-02-26,"Age","50-59 years",11971,0.162543449923963,4320,0.107744107744108
2021-02-26,"Age","60-64 years",4320,0.0586573973495546,3659,0.091258261628632
2021-02-26,"Age","65-69 years",2888,0.0392135563762763,4689,0.116947250280584
2021-02-26,"Age","70-74 years",1714,0.0232728655224853,5323,0.132759695722659
2021-02-26,"Age","75-79 years",1103,0.0149766456658701,5351,0.133458037161741
2021-02-26,"Age","80+ years",1716,0.023300021724962,14022,0.349719416386083
2021-02-26,"Gender","Female",24724,0.339839454585441,16854,0.420362148949968
2021-02-26,"Gender","Male",48028,0.660160545414559,23240,0.579637851050032
2021-02-26,"Race","Asian",928,0.0141880838442369,800,0.0199635664911536
2021-02-26,"Race","Black",12369,0.189108199428196,3816,0.0952262121628029
2021-02-26,"Race","Hispanic",27435,0.419450517528705,18648,0.465350734908791
2021-02-26,"Race","Other",400,0.00611555338113658,211,0.00526539066204177
2021-02-26,"Race","White",24275,0.371137645817726,16598,0.41419409577521
