"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-04-16,"Age","<1 year",271,0.00348302187491967,6,0.000123690937577307
2021-04-16,"Age","1-9 years",1326,0.0170423874765442,12,0.000247381875154614
2021-04-16,"Age","10-19 years",3640,0.0467830244454155,33,0.000680300156675188
2021-04-16,"Age","20-29 years",15492,0.199110608436367,237,0.00488579203430362
2021-04-16,"Age","30-39 years",17054,0.219186181014318,792,0.0163272037602045
2021-04-16,"Age","40-49 years",14955,0.192208827082744,2340,0.0482394656551497
2021-04-16,"Age","50-59 years",12570,0.161555664087602,5395,0.111218768038262
2021-04-16,"Age","60-64 years",4525,0.0581574685756883,4526,0.0933041972458151
2021-04-16,"Age","65-69 years",3052,0.0392257666503869,5871,0.121031582419395
2021-04-16,"Age","70-74 years",1845,0.0237128242037889,6505,0.134101591490063
2021-04-16,"Age","75-79 years",1195,0.015358712695679,6452,0.133008988208131
2021-04-16,"Age","80+ years",1881,0.0241755134565458,16339,0.336831038179269
2021-04-16,"Gender","Female",26252,0.341280777930891,20338,0.419279691590904
2021-04-16,"Gender","Male",50670,0.658719222069109,28169,0.580720308409096
2021-04-16,"Race","Asian",953,0.0137563693577955,1020,0.021038302085267
2021-04-16,"Race","Black",12924,0.186555422434574,4845,0.0999319349050183
2021-04-16,"Race","Hispanic",28119,0.40589228748358,22534,0.464781469793536
2021-04-16,"Race","Other",508,0.00733288104277033,262,0.00540395602582348
2021-04-16,"Race","White",26773,0.386463039681279,19822,0.408844337190355
