"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-12-03,"Age","<1 year",363,0.00363185224464477,14,0.000192091325704564
2021-12-03,"Age","1-9 years",2021,0.0202203123593032,22,0.000301857797535743
2021-12-03,"Age","10-19 years",5370,0.053727400974497,79,0.00108394390933289
2021-12-03,"Age","20-29 years",20390,0.204004042061451,662,0.00908317554403008
2021-12-03,"Age","30-39 years",21489,0.214999649821409,2130,0.0292253231250515
2021-12-03,"Age","40-49 years",18595,0.186044882890274,5164,0.0708542575670262
2021-12-03,"Age","50-59 years",15423,0.154308697435692,9824,0.134793227408688
2021-12-03,"Age","60-64 years",5596,0.0559885541626229,7481,0.102645371971131
2021-12-03,"Age","65-69 years",3845,0.038469619505948,8775,0.120400098789825
2021-12-03,"Age","70-74 years",2436,0.024372429939269,9290,0.127466315413957
2021-12-03,"Age","75-79 years",1655,0.0165584448068515,8784,0.120523586070635
2021-12-03,"Age","80+ years",2766,0.027674113798037,20657,0.283430751077083
2021-12-03,"Gender","Female",37491,0.379771069692058,30520,0.418764835828268
2021-12-03,"Gender","Male",61229,0.620228930307942,42361,0.581235164171732
2021-12-03,"Race","Asian",1395,0.0162205530103951,1345,0.0184658895890825
2021-12-03,"Race","Black",14755,0.171565777540057,7725,0.106058733885251
2021-12-03,"Race","Hispanic",36994,0.430152787144485,31810,0.436728585746255
2021-12-03,"Race","Other",795,0.00924397107044022,433,0.00594478081194997
2021-12-03,"Race","White",32063,0.372816911234622,31524,0.432802009967462
