"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2020-09-25,"Age","<1 year",181,0.00337762185563932,3,0.00019526165061182
2020-09-25,"Age","1-9 years",847,0.0158057774128536,6,0.00039052330122364
2020-09-25,"Age","10-19 years",2242,0.0418377248637755,16,0.00104139546992971
2020-09-25,"Age","20-29 years",10307,0.192337836829141,98,0.00637854725331945
2020-09-25,"Age","30-39 years",11406,0.212846159587967,284,0.0184847695912523
2020-09-25,"Age","40-49 years",10329,0.192748376502202,856,0.0557146576412393
2020-09-25,"Age","50-59 years",9007,0.168078674330074,1885,0.122689403801093
2020-09-25,"Age","60-64 years",3341,0.0623460476226021,1474,0.0959385576672741
2020-09-25,"Age","65-69 years",2277,0.0424908561618273,1803,0.117352252017704
2020-09-25,"Age","70-74 years",1367,0.0255094424124804,2001,0.130239520958084
2020-09-25,"Age","75-79 years",884,0.0164962304993655,1882,0.122494142150482
2020-09-25,"Age","80+ years",1400,0.0261252519220721,5056,0.329080968497787
2020-09-25,"Gender","Female",18135,0.338295371873076,6411,0.417274147357459
2020-09-25,"Gender","Male",34567,0.644822504523663,8953,0.582725852642541
2020-09-25,"Gender","Unknown",905,0.0168821236032608,0,0
2020-09-25,"Race","Asian",801,0.0149420784599026,288,0.0187451184587347
2020-09-25,"Race","Black",8888,0.165799242636223,1738,0.113121582921114
2020-09-25,"Race","Hispanic",21204,0.395545357882366,8618,0.560921634990888
2020-09-25,"Race","Other",242,0.0045143358143526,82,0.00533715178338974
2020-09-25,"Race","Unknown",6495,0.121159550058761,9,0.00058578495183546
2020-09-25,"Race","White",15977,0.298039435148395,4629,0.301288726894038
