"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-01-22,"Age","<1 year",254,0.00365530739120424,5,0.000148337140653277
2021-01-22,"Age","1-9 years",1228,0.0176721160488142,8,0.000237339425045243
2021-01-22,"Age","10-19 years",3262,0.0469433571264103,24,0.000712018275135728
2021-01-22,"Age","20-29 years",13819,0.198868869445084,168,0.0049841279259501
2021-01-22,"Age","30-39 years",15064,0.216785632051577,527,0.0156347346248554
2021-01-22,"Age","40-49 years",13263,0.190867487911582,1619,0.048031566143531
2021-01-22,"Age","50-59 years",11292,0.162502878194796,3671,0.108909128667636
2021-01-22,"Age","60-64 years",4125,0.059362767672116,3051,0.0905153232266295
2021-01-22,"Age","65-69 years",2776,0.0399493437715865,3939,0.116859999406651
2021-01-22,"Age","70-74 years",1656,0.0238314529127331,4444,0.131842050612632
2021-01-22,"Age","75-79 years",1074,0.0154559060557219,4443,0.131812383184502
2021-01-22,"Age","80+ years",1675,0.0241048814183744,11808,0.350312991366778
2021-01-22,"Gender","Female",23935,0.348810096329005,14249,0.422743725152792
2021-01-22,"Gender","Male",44684,0.651189903670995,19457,0.577256274847208
2021-01-22,"Race","Asian",914,0.0148845389701332,648,0.0192364780621029
2021-01-22,"Race","Black",11474,0.186854704751979,3220,0.0955886718518079
2021-01-22,"Race","Hispanic",26718,0.435104061492362,16092,0.477705871875557
2021-01-22,"Race","Other",353,0.00574862391297267,182,0.00540283797423262
2021-01-22,"Race","White",21947,0.357408070872553,13544,0.4020661402363
