"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-07-30,"Age","<1 year",284,0.00353673723536737,7,0.00013450932918276
2021-07-30,"Age","1-9 years",1414,0.0176089663760897,14,0.000269018658365519
2021-07-30,"Age","10-19 years",3909,0.0486799501867995,36,0.000691762264368479
2021-07-30,"Age","20-29 years",15925,0.198318804483188,280,0.00538037316731039
2021-07-30,"Age","30-39 years",17483,0.21772104607721,925,0.017774447070579
2021-07-30,"Age","40-49 years",15331,0.190921544209215,2689,0.0516707980246344
2021-07-30,"Age","50-59 years",12939,0.161133250311332,5979,0.114890182740532
2021-07-30,"Age","60-64 years",4683,0.058318804483188,4940,0.094925155166119
2021-07-30,"Age","65-69 years",3169,0.0394645080946451,6332,0.121673296055034
2021-07-30,"Age","70-74 years",1923,0.023947696139477,6949,0.133529332641571
2021-07-30,"Age","75-79 years",1274,0.015865504358655,6837,0.131377183374647
2021-07-30,"Age","80+ years",1966,0.0244831880448319,17053,0.327683941507657
2021-07-30,"Gender","Female",27489,0.346148034351626,21826,0.419408147578786
2021-07-30,"Gender","Male",51925,0.653851965648374,30214,0.580591852421214
2021-07-30,"Race","Asian",990,0.0138337711698619,1099,0.0211273020877389
2021-07-30,"Race","Black",13172,0.184059024090325,5319,0.102253066246299
2021-07-30,"Race","Hispanic",28758,0.401850092225141,24101,0.463320389096082
2021-07-30,"Race","Other",600,0.00838410373931027,287,0.00551732092737129
2021-07-30,"Race","White",28044,0.391873008775362,21212,0.407781921642508
