"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-04-23,"Age","<1 year",272,0.00347915067792274,6,0.000122706914534634
2021-04-23,"Age","1-9 years",1336,0.0170887695062676,12,0.000245413829069268
2021-04-23,"Age","10-19 years",3673,0.0469813251470964,33,0.000674888029940487
2021-04-23,"Age","20-29 years",15559,0.199015093374265,238,0.00486737427654048
2021-04-23,"Age","30-39 years",17118,0.218956254796623,802,0.0164018242427961
2021-04-23,"Age","40-49 years",15007,0.191954464057304,2371,0.0484896823936029
2021-04-23,"Age","50-59 years",12641,0.161690969557432,5446,0.111376976092603
2021-04-23,"Age","60-64 years",4557,0.0582885648503454,4577,0.0936049246375033
2021-04-23,"Age","65-69 years",3067,0.0392299820926068,5931,0.121295785017486
2021-04-23,"Age","70-74 years",1858,0.0237656689690458,6557,0.134098206433933
2021-04-23,"Age","75-79 years",1205,0.0154131491430033,6491,0.132748430374052
2021-04-23,"Age","80+ years",1887,0.024136607828089,16433,0.33607378775794
2021-04-23,"Gender","Female",26430,0.341932312150693,20506,0.419379908376963
2021-04-23,"Gender","Male",50866,0.658067687849307,28390,0.580620091623037
2021-04-23,"Race","Asian",955,0.0137188990403953,1028,0.0210349696138814
2021-04-23,"Race","Black",12943,0.185930586680457,4899,0.10024349818911
2021-04-23,"Race","Hispanic",28163,0.404571050968224,22716,0.464815534775225
2021-04-23,"Race","Other",521,0.00748434178015285,263,0.00538151459966033
2021-04-23,"Race","White",27030,0.388295121530771,19965,0.408524482822124
