"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-10-22,"Age","<1 year",363,0.00363185224464477,13,0.000188975462263054
2021-10-22,"Age","1-9 years",2021,0.0202203123593032,18,0.000261658332364228
2021-10-22,"Age","10-19 years",5370,0.053727400974497,70,0.00101756018141644
2021-10-22,"Age","20-29 years",20390,0.204004042061451,584,0.00848935922781719
2021-10-22,"Age","30-39 years",21489,0.214999649821409,1885,0.0274014420281428
2021-10-22,"Age","40-49 years",18595,0.186044882890274,4714,0.0685254099313874
2021-10-22,"Age","50-59 years",15423,0.154308697435692,9029,0.131250726828701
2021-10-22,"Age","60-64 years",5596,0.0559885541626229,6939,0.10086928712641
2021-10-22,"Age","65-69 years",3845,0.038469619505948,8259,0.12005756483312
2021-10-22,"Age","70-74 years",2436,0.024372429939269,8849,0.128634143505059
2021-10-22,"Age","75-79 years",1655,0.0165584448068515,8413,0.122296197232236
2021-10-22,"Age","80+ years",2766,0.027674113798037,20019,0.291007675311083
2021-10-22,"Gender","Female",37491,0.379771069692058,28753,0.417976188745621
2021-10-22,"Gender","Male",61229,0.620228930307942,40038,0.582023811254379
2021-10-22,"Race","Asian",1395,0.0162205530103951,1283,0.0186612753083547
2021-10-22,"Race","Black",14755,0.171565777540057,7175,0.104360600418897
2021-10-22,"Race","Hispanic",36994,0.430152787144485,30179,0.438954503141727
2021-10-22,"Race","Other",795,0.00924397107044022,406,0.00590528275541075
2021-10-22,"Race","White",32063,0.372816911234622,29709,0.432118338375611
