"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2021-08-27,"Age","<1 year",363,0.00363185224464477,9,0.000163663144878253
2021-08-27,"Age","1-9 years",2021,0.0202203123593032,14,0.00025458711425506
2021-08-27,"Age","10-19 years",5370,0.053727400974497,41,0.000745576548889818
2021-08-27,"Age","20-29 years",20390,0.204004042061451,329,0.00598279718499391
2021-08-27,"Age","30-39 years",21489,0.214999649821409,1087,0.0197668709425179
2021-08-27,"Age","40-49 years",18595,0.186044882890274,3035,0.0551908494117219
2021-08-27,"Age","50-59 years",15423,0.154308697435692,6483,0.117892018693968
2021-08-27,"Age","60-64 years",5596,0.0559885541626229,5255,0.0955610918150243
2021-08-27,"Age","65-69 years",3845,0.038469619505948,6634,0.120637922569148
2021-08-27,"Age","70-74 years",2436,0.024372429939269,7290,0.132567147351385
2021-08-27,"Age","75-79 years",1655,0.0165584448068515,7141,0.129857613063956
2021-08-27,"Age","80+ years",2766,0.027674113798037,17673,0.321379862159262
2021-08-27,"Gender","Female",37491,0.379771069692058,23014,0.418512456810329
2021-08-27,"Gender","Male",61229,0.620228930307942,31976,0.581487543189671
2021-08-27,"Race","Asian",1395,0.0162205530103951,1130,0.0205585372509779
2021-08-27,"Race","Black",14755,0.171565777540057,5598,0.101846629673429
2021-08-27,"Race","Hispanic",36994,0.430152787144485,25108,0.45679978167925
2021-08-27,"Race","Other",795,0.00924397107044022,302,0.00549440553079232
2021-08-27,"Race","White",32063,0.372816911234622,22827,0.415300645865551
