"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2020-10-23,"Age","<1 year",199,0.00350988588461471,4,0.000230215827338129
2020-10-23,"Age","1-9 years",995,0.0175494294230735,6,0.000345323741007194
2020-10-23,"Age","10-19 years",2562,0.0451875760622255,18,0.00103597122302158
2020-10-23,"Age","20-29 years",11033,0.194595833994744,108,0.0062158273381295
2020-10-23,"Age","30-39 years",11990,0.211475033952414,320,0.0184172661870504
2020-10-23,"Age","40-49 years",10790,0.190309892939662,970,0.0558273381294964
2020-10-23,"Age","50-59 years",9429,0.166305095507699,2127,0.12241726618705
2020-10-23,"Age","60-64 years",3506,0.0618374869922571,1657,0.0953669064748201
2020-10-23,"Age","65-69 years",2393,0.0422068187029296,2040,0.117410071942446
2020-10-23,"Age","70-74 years",1426,0.0251512425701536,2261,0.130129496402878
2020-10-23,"Age","75-79 years",924,0.016297158579819,2147,0.123568345323741
2020-10-23,"Age","80+ years",1450,0.0255745453904087,5717,0.329035971223022
2020-10-23,"Gender","Female",19875,0.350454930173508,7313,0.420892086330935
2020-10-23,"Gender","Male",35971,0.634274932994781,10062,0.579107913669065
2020-10-23,"Gender","Unknown",866,0.0152701368317111,0,0
2020-10-23,"Race","Asian",833,0.0146882494004796,318,0.0183021582733813
2020-10-23,"Race","Black",9392,0.165608689518973,1908,0.109812949640288
2020-10-23,"Race","Hispanic",22518,0.397058823529412,9672,0.556661870503597
2020-10-23,"Race","Other",259,0.00456693468754408,92,0.00529496402877698
2020-10-23,"Race","Unknown",6545,0.115407673860911,10,0.000575539568345324
2020-10-23,"Race","White",17165,0.30266962900268,5375,0.309352517985612
