"TSA","Date","Cases_Raw","Hospitalizations_Daily","CI_Lower","CI_Upper"
"T - Seven Flags",2020-07-04,8,289.571428571429,NA,NA
"T - Seven Flags",2020-07-05,22,237.142857142857,NA,NA
"T - Seven Flags",2020-07-06,31,183.857142857143,NA,NA
"T - Seven Flags",2020-07-07,NA,NA,NA,NA
"T - Seven Flags",2020-07-08,NA,NA,NA,NA
"T - Seven Flags",2020-07-09,NA,NA,NA,NA
"T - Seven Flags",2020-07-10,NA,120.491401273852,63.6910635353886,177.291739012315
"T - Seven Flags",2020-07-11,NA,117.259537537312,49.5686706216243,184.950404452999
"T - Seven Flags",2020-07-12,NA,115.414430813438,37.8644885408239,192.964373086052
"T - Seven Flags",2020-07-13,NA,114.361038993729,27.8142286096435,200.907849377815
"T - Seven Flags",2020-07-14,NA,113.759645962382,18.9315411889296,208.587750735835
"T - Seven Flags",2020-07-15,NA,113.416304034539,10.9022146419598,215.930393427119
"T - Seven Flags",2020-07-16,NA,113.220286333518,3.51905183697268,222.921520830063
"T - Seven Flags",2020-07-17,NA,113.108377661731,0,229.574766665998
"T - Seven Flags",2020-07-18,NA,113.044487764258,0,235.915328008138
"T - Seven Flags",2020-07-19,NA,113.008012315717,0,241.971753389974
"U - Coastal Bend",2020-03-04,NA,NA,NA,NA
"U - Coastal Bend",2020-03-05,NA,NA,NA,NA
"U - Coastal Bend",2020-03-06,NA,NA,NA,NA
"U - Coastal Bend",2020-03-07,NA,NA,NA,NA
"U - Coastal Bend",2020-03-08,NA,NA,NA,NA
"U - Coastal Bend",2020-03-09,NA,NA,NA,NA
"U - Coastal Bend",2020-03-10,NA,NA,NA,NA
"U - Coastal Bend",2020-03-11,NA,NA,NA,NA
"U - Coastal Bend",2020-03-12,NA,NA,NA,NA
"U - Coastal Bend",2020-03-13,NA,NA,NA,NA
"U - Coastal Bend",2020-03-14,NA,NA,NA,NA
"U - Coastal Bend",2020-03-15,NA,NA,NA,NA
"U - Coastal Bend",2020-03-16,NA,NA,NA,NA
"U - Coastal Bend",2020-03-17,NA,NA,NA,NA
"U - Coastal Bend",2020-03-18,NA,NA,NA,NA
"U - Coastal Bend",2020-03-19,NA,NA,NA,NA
"U - Coastal Bend",2020-03-20,NA,NA,NA,NA
"U - Coastal Bend",2020-03-21,NA,NA,NA,NA
"U - Coastal Bend",2020-03-22,NA,NA,NA,NA
"U - Coastal Bend",2020-03-23,NA,NA,NA,NA
"U - Coastal Bend",2020-03-24,NA,NA,NA,NA
"U - Coastal Bend",2020-03-25,NA,NA,NA,NA
"U - Coastal Bend",2020-03-26,NA,NA,NA,NA
"U - Coastal Bend",2020-03-27,NA,NA,NA,NA
"U - Coastal Bend",2020-03-28,NA,NA,NA,NA
"U - Coastal Bend",2020-03-29,NA,NA,NA,NA
"U - Coastal Bend",2020-03-30,NA,NA,NA,NA
"U - Coastal Bend",2020-03-31,NA,NA,NA,NA
"U - Coastal Bend",2020-04-01,NA,NA,NA,NA
"U - Coastal Bend",2020-04-02,NA,NA,NA,NA
"U - Coastal Bend",2020-04-03,NA,NA,NA,NA
"U - Coastal Bend",2020-04-04,NA,NA,NA,NA
"U - Coastal Bend",2020-04-05,NA,NA,NA,NA
"U - Coastal Bend",2020-04-06,NA,NA,NA,NA
"U - Coastal Bend",2020-04-07,NA,NA,NA,NA
"U - Coastal Bend",2020-04-08,425,NA,NA,NA
"U - Coastal Bend",2020-04-09,402,NA,NA,NA
"U - Coastal Bend",2020-04-10,42,NA,NA,NA
"U - Coastal Bend",2020-04-11,402,NA,NA,NA
"U - Coastal Bend",2020-04-12,42,NA,NA,NA
"U - Coastal Bend",2020-04-13,363,NA,NA,NA
"U - Coastal Bend",2020-04-14,21,242.428571428571,NA,NA
"U - Coastal Bend",2020-04-15,60,190.285714285714,NA,NA
"U - Coastal Bend",2020-04-16,385,187.857142857143,NA,NA
"U - Coastal Bend",2020-04-17,402,239.285714285714,NA,NA
"U - Coastal Bend",2020-04-18,402,239.285714285714,NA,NA
"U - Coastal Bend",2020-04-19,318,278.714285714286,NA,NA
"U - Coastal Bend",2020-04-20,385,281.857142857143,NA,NA
"U - Coastal Bend",2020-04-21,318,324.285714285714,NA,NA
"U - Coastal Bend",2020-04-22,402,373.142857142857,NA,NA
"U - Coastal Bend",2020-04-23,402,375.571428571429,NA,NA
"U - Coastal Bend",2020-04-24,208,347.857142857143,NA,NA
"U - Coastal Bend",2020-04-25,208,320.142857142857,NA,NA
"U - Coastal Bend",2020-04-26,208,304.428571428571,NA,NA
"U - Coastal Bend",2020-04-27,208,279.142857142857,NA,NA
"U - Coastal Bend",2020-04-28,208,263.428571428571,NA,NA
"U - Coastal Bend",2020-04-29,94,219.428571428571,NA,NA
"U - Coastal Bend",2020-04-30,94,175.428571428571,NA,NA
"U - Coastal Bend",2020-05-01,208,175.428571428571,NA,NA
"U - Coastal Bend",2020-05-02,208,175.428571428571,NA,NA
"U - Coastal Bend",2020-05-03,208,175.428571428571,NA,NA
"U - Coastal Bend",2020-05-04,318,191.142857142857,NA,NA
"U - Coastal Bend",2020-05-05,267,199.571428571429,NA,NA
"U - Coastal Bend",2020-05-06,385,241.142857142857,NA,NA
"U - Coastal Bend",2020-05-07,402,285.142857142857,NA,NA
"U - Coastal Bend",2020-05-08,402,312.857142857143,NA,NA
"U - Coastal Bend",2020-05-09,402,340.571428571429,NA,NA
"U - Coastal Bend",2020-05-10,385,365.857142857143,NA,NA
"U - Coastal Bend",2020-05-11,94,333.857142857143,NA,NA
"U - Coastal Bend",2020-05-12,134,314.857142857143,NA,NA
"U - Coastal Bend",2020-05-13,104,274.714285714286,NA,NA
"U - Coastal Bend",2020-05-14,363,269.142857142857,NA,NA
"U - Coastal Bend",2020-05-15,363,263.571428571429,NA,NA
"U - Coastal Bend",2020-05-16,318,251.571428571429,NA,NA
"U - Coastal Bend",2020-05-17,42,202.571428571429,NA,NA
"U - Coastal Bend",2020-05-18,267,227.285714285714,NA,NA
"U - Coastal Bend",2020-05-19,60,216.714285714286,NA,NA
"U - Coastal Bend",2020-05-20,385,256.857142857143,NA,NA
"U - Coastal Bend",2020-05-21,402,262.428571428571,NA,NA
"U - Coastal Bend",2020-05-22,402,268,NA,NA
"U - Coastal Bend",2020-05-23,402,280,NA,NA
"U - Coastal Bend",2020-05-24,385,329,NA,NA
"U - Coastal Bend",2020-05-25,402,348.285714285714,NA,NA
"U - Coastal Bend",2020-05-26,385,394.714285714286,NA,NA
"U - Coastal Bend",2020-05-27,318,385.142857142857,NA,NA
"U - Coastal Bend",2020-05-28,318,373.142857142857,NA,NA
"U - Coastal Bend",2020-05-29,318,361.142857142857,NA,NA
"U - Coastal Bend",2020-05-30,385,358.714285714286,NA,NA
"U - Coastal Bend",2020-05-31,3,304.142857142857,NA,NA
"U - Coastal Bend",2020-06-01,363,298.571428571429,NA,NA
"U - Coastal Bend",2020-06-02,385,298.571428571429,NA,NA
"U - Coastal Bend",2020-06-03,21,256.142857142857,NA,NA
"U - Coastal Bend",2020-06-04,385,265.714285714286,NA,NA
"U - Coastal Bend",2020-06-05,363,272.142857142857,NA,NA
"U - Coastal Bend",2020-06-06,385,272.142857142857,NA,NA
"U - Coastal Bend",2020-06-07,363,323.571428571429,NA,NA
"U - Coastal Bend",2020-06-08,363,323.571428571429,NA,NA
"U - Coastal Bend",2020-06-09,42,274.571428571429,NA,NA
"U - Coastal Bend",2020-06-10,21,274.571428571429,NA,NA
"U - Coastal Bend",2020-06-11,72,229.857142857143,NA,NA
"U - Coastal Bend",2020-06-12,85,190.142857142857,NA,NA
"U - Coastal Bend",2020-06-13,72,145.428571428571,NA,NA
"U - Coastal Bend",2020-06-14,111,109.428571428571,NA,NA
"U - Coastal Bend",2020-06-15,123,75.1428571428571,NA,NA
"U - Coastal Bend",2020-06-16,144,89.7142857142857,NA,NA
"U - Coastal Bend",2020-06-17,152,108.428571428571,NA,NA
"U - Coastal Bend",2020-06-18,152,119.857142857143,NA,NA
"U - Coastal Bend",2020-06-19,175,132.714285714286,NA,NA
"U - Coastal Bend",2020-06-20,200,151,NA,NA
"U - Coastal Bend",2020-06-21,204,164.285714285714,NA,NA
"U - Coastal Bend",2020-06-22,200,175.285714285714,NA,NA
"U - Coastal Bend",2020-06-23,395,211.142857142857,NA,NA
"U - Coastal Bend",2020-06-24,410,248,NA,NA
"U - Coastal Bend",2020-06-25,15,228.428571428571,NA,NA
"U - Coastal Bend",2020-06-26,18,206,NA,NA
"U - Coastal Bend",2020-06-27,54,185.142857142857,NA,NA
"U - Coastal Bend",2020-06-28,98,170,NA,NA
"U - Coastal Bend",2020-06-29,106,156.571428571429,NA,NA
"U - Coastal Bend",2020-06-30,128,118.428571428571,NA,NA
"U - Coastal Bend",2020-07-01,132,78.7142857142857,NA,NA
"U - Coastal Bend",2020-07-02,138,96.2857142857143,NA,NA
"U - Coastal Bend",2020-07-03,148,114.857142857143,NA,NA
"U - Coastal Bend",2020-07-04,173,131.857142857143,NA,NA
"U - Coastal Bend",2020-07-05,182,143.857142857143,NA,NA
"U - Coastal Bend",2020-07-06,181,154.571428571429,NA,NA
"U - Coastal Bend",2020-07-07,NA,NA,NA,NA
"U - Coastal Bend",2020-07-08,NA,NA,NA,NA
"U - Coastal Bend",2020-07-09,NA,NA,NA,NA
"U - Coastal Bend",2020-07-10,NA,161.877916840157,85.2143894379731,238.541444242341
"U - Coastal Bend",2020-07-11,NA,162.005962468017,73.1417717633912,250.870153172642
"U - Coastal Bend",2020-07-12,NA,162.058788143625,62.3331952246588,261.78438106259
"U - Coastal Bend",2020-07-13,NA,162.080581562503,52.5110375687047,271.6501255563
"U - Coastal Bend",2020-07-14,NA,162.089572514363,43.4695374486279,280.709607580098
"U - Coastal Bend",2020-07-15,NA,162.093281763279,35.057936977896,289.128626548663
"U - Coastal Bend",2020-07-16,NA,162.094812027009,27.1648814884922,297.024742565525
"U - Coastal Bend",2020-07-17,NA,162.09544334271,19.7067479151141,304.484138770306
"U - Coastal Bend",2020-07-18,NA,162.09570379423,12.6194908978104,311.571916690651
"U - Coastal Bend",2020-07-19,NA,162.095811244424,5.85306760601435,318.338554882834
"V - Lower Rio Grande Valley",2020-03-04,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-05,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-06,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-07,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-08,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-09,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-10,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-11,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-12,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-13,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-14,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-15,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-16,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-17,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-18,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-19,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-20,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-21,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-22,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-23,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-24,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-25,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-26,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-27,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-28,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-29,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-30,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-31,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-01,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-02,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-03,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-04,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-05,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-06,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-07,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-08,432,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-09,302,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-10,341,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-11,354,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-12,341,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-13,325,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-14,354,349.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-04-15,302,331.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-04-16,302,331.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-04-17,289,323.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-04-18,274,312.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-04-19,265,301.571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-04-20,171,279.571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-04-21,189,256,NA,NA
"V - Lower Rio Grande Valley",2020-04-22,185,239.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-04-23,185,222.571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-04-24,171,205.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-04-25,180,192.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-04-26,163,177.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-04-27,166,177,NA,NA
"V - Lower Rio Grande Valley",2020-04-28,171,174.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-04-29,191,175.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-04-30,193,176.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-05-01,191,179.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-05-02,198,181.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-05-03,191,185.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-05-04,191,189.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-05-05,129,183.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-05-06,198,184.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-05-07,191,184.142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-05-08,191,184.142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-05-09,193,183.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-05-10,191,183.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-05-11,180,181.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-05-12,204,192.571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-05-13,200,192.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-05-14,185,192,NA,NA
"V - Lower Rio Grande Valley",2020-05-15,193,192.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-05-16,193,192.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-05-17,171,189.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-05-18,166,187.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-05-19,171,182.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-05-20,189,181.142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-05-21,152,176.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-05-22,175,173.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-05-23,185,172.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-05-24,180,174,NA,NA
"V - Lower Rio Grande Valley",2020-05-25,185,176.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-05-26,193,179.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-05-27,175,177.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-05-28,185,182.571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-05-29,198,185.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-05-30,198,187.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-05-31,227,194.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-06-01,254,204.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-06-02,245,211.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-06-03,274,225.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-06-04,254,235.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-06-05,299,250.142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-06-06,341,270.571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-06-07,348,287.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-06-08,348,301.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-06-09,404,324,NA,NA
"V - Lower Rio Grande Valley",2020-06-10,410,343.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-06-11,419,367,NA,NA
"V - Lower Rio Grande Valley",2020-06-12,398,381.142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-06-13,47,339.142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-06-14,99,303.571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-06-15,107,269.142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-06-16,118,228.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-06-17,125,187.571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-06-18,138,147.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-06-19,150,112,NA,NA
"V - Lower Rio Grande Valley",2020-06-20,164,128.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-06-21,176,139.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-06-22,207,154,NA,NA
"V - Lower Rio Grande Valley",2020-06-23,213,167.571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-06-24,241,184.142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-06-25,248,199.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-06-26,258,215.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-06-27,291,233.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-06-28,313,253,NA,NA
"V - Lower Rio Grande Valley",2020-06-29,361,275,NA,NA
"V - Lower Rio Grande Valley",2020-06-30,377,298.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-07-01,390,319.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-07-02,392,340.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-07-03,414,362.571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-07-04,20,323.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-07-05,36,284.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-07-06,46,239.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-07-07,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-07-08,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-07-09,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-07-10,NA,134.383486355853,89.9894800053429,178.777492706363
"V - Lower Rio Grande Valley",2020-07-11,NA,129.509613660059,76.3477341937179,182.6714931264
"V - Lower Rio Grande Valley",2020-07-12,NA,131.978359804002,71.9848844065526,191.971835201452
"V - Lower Rio Grande Valley",2020-07-13,NA,140.440925098023,75.5681018858649,205.313748310181
"V - Lower Rio Grande Valley",2020-07-14,NA,153.353635689184,85.3579967073498,221.349274671018
"V - Lower Rio Grande Valley",2020-07-15,NA,169.115223732403,99.4084029079905,238.822044556816
"V - Lower Rio Grande Valley",2020-07-16,NA,186.186012940397,115.753671724725,256.61835415607
"V - Lower Rio Grande Valley",2020-07-17,NA,203.183733009669,132.576258602401,273.791207416937
"V - Lower Rio Grande Valley",2020-07-18,NA,218.953138434027,148.344861355111,289.561415512944
"V - Lower Rio Grande Valley",2020-07-19,NA,232.608859325933,161.910106698805,303.307611953061
