Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Anderson,0.04,132,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Andrews,0.158,19,High,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Angelina,0.023,204,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Aransas,0,213,Moderate,Medium
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Archer,0.038,48,High,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Armstrong,0,9,High,Medium
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Atascosa,0.014,797,Low,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Austin,0.008,185,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Bailey,0,7,Moderate,Medium
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Bandera,0.011,130,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Bastrop,0.055,639,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Baylor,0,18,Substantial,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Bee,0.045,162,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Bell,0.028,2310,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Bexar,0.009,47726,Substantial,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Blanco,0.012,111,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Borden,0,4,Low,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Bosque,0.128,50,High,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Bowie,0.019,299,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Brazoria,0.035,3166,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Brazos,0.029,1958,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Brewster,0.034,27,Substantial,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Briscoe,0,10,High,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Brooks,0,27,Moderate,Medium
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Brown,0,65,High,Medium
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Burleson,0,92,Low,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Burnet,0.033,266,High,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Caldwell,0.05,417,Substantial,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Calhoun,0.013,92,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Callahan,0.375,44,High,Medium
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Cameron,0.035,3267,High,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Camp,0,33,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Carson,0,15,Substantial,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Cass,0.011,113,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Castro,0.077,38,High,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Chambers,0.013,274,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Cherokee,0.049,83,Moderate,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Childress,0.023,52,Substantial,Low
2022-03-30,original-sources/historical/cpr_orig//cpr_2022-04-06.xlsx,Clay,0,19,High,Low
