Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Anderson,0.017,279,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Andrews,0,27,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Angelina,0.022,277,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Aransas,0.053,143,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Archer,0,30,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Armstrong,0.125,6,,Medium
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Atascosa,0.035,738,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Austin,0.034,302,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Bailey,0.083,5,,Medium
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Bandera,0.071,123,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Bastrop,0.032,543,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Baylor,0,8,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Bee,0.108,154,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Bell,0.023,2392,,Medium
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Bexar,0.024,28020,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Blanco,0.03,106,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Borden,0,2,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Bosque,0.019,65,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Bowie,0.025,293,,Medium
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Brazoria,0.021,4121,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Brazos,0.018,2520,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Brewster,0,42,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Briscoe,0.429,16,,Medium
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Brooks,0.029,46,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Brown,0.029,81,,Medium
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Burleson,0.023,240,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Burnet,0.038,259,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Caldwell,0.059,459,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Calhoun,0.015,100,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Callahan,0.056,47,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Cameron,0.046,3519,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Camp,0.047,67,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Carson,0,12,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Cass,0.017,134,,Medium
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Castro,0,14,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Chambers,0.04,436,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Cherokee,0.031,168,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Childress,0,57,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Clay,0,38,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Cochran,0,11,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Coke,0,10,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Coleman,0,3,,Low
2022-03-10,original-sources/historical/cpr_orig//cpr_2022-03-17.xlsx,Collin,0.023,8043,,Low
