Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Anderson,0,156,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Andrews,0,9,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Angelina,0,110,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Aransas,0,145,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Archer,0,33,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Armstrong,0,2,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Atascosa,0,184,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Austin,0,122,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Bailey,0,7,Moderate,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Bandera,0,96,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Bastrop,0,325,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Baylor,0,2,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Bee,0,98,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Bell,0,1797,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Bexar,0,11441,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Blanco,0,92,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Borden,0,0,Low,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Bosque,0,43,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Bowie,0,163,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Brazoria,0,3472,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Brazos,0,1556,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Brewster,0,32,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Briscoe,0,2,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Brooks,0,41,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Brown,0,34,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Burleson,0,72,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Burnet,0,238,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Caldwell,0,317,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Calhoun,0,80,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Callahan,0,12,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Cameron,0,2211,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Camp,0,21,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Carson,0,11,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Cass,0,54,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Castro,0,10,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Chambers,0,286,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Cherokee,0,68,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Childress,0,63,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Clay,0,24,Substantial,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Cochran,0,3,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Coke,0,14,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Coleman,0,1,Substantial,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Collin,0,4109,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Collingsworth,0,4,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Colorado,0,48,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Comal,0,592,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Comanche,0,15,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Concho,0,1,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Cooke,0,42,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Coryell,0,241,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Cottle,0,8,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Crane,0,7,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Crockett,0,2,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Crosby,0,8,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Culberson,0,2,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Dallam,0,11,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Dallas,0,10463,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Dawson,0,8,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,DeWitt,0,66,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Deaf Smith,0,42,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Delta,0,4,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Denton,0,2881,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Dickens,0,0,Moderate,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Dimmit,0,36,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Donley,0,7,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Duval,0,64,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Eastland,0,5,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Ector,0,313,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Edwards,0,3,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,El Paso,0,3688,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Ellis,0,582,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Erath,0,92,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Falls,0,64,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Fannin,0,92,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Fayette,0,51,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Fisher,0,2,Substantial,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Floyd,0,11,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Foard,0,7,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Fort Bend,0,5250,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Franklin,0,17,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Freestone,0,69,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Frio,0,289,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Gaines,0,23,Moderate,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Galveston,0,3518,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Garza,0,9,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Gillespie,0,75,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Glasscock,0,1,Substantial,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Goliad,0,20,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Gonzales,0,42,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Gray,0,14,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Grayson,0,208,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Gregg,0,157,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Grimes,0,167,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Guadalupe,0,463,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hale,0,90,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hall,0,9,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hamilton,0,42,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hansford,0,10,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hardeman,0,12,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hardin,0,162,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Harris,0,28177,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Harrison,0,49,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hartley,0,4,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Haskell,0,3,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hays,0,1842,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hemphill,0,0,Substantial,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Henderson,0,134,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hidalgo,0,3843,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hill,0,75,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hockley,0,93,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hood,0,140,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hopkins,0,57,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Houston,0,32,High,High
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Howard,0,40,High,Low
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hudspeth,0,14,High,Medium
2022-07-07,original-sources/historical/cpr_orig//cpr_2022-07-14.xlsx,Hunt,0,166,High,Medium
