Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Anderson,0.025,337,Substantial,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Andrews,0.04,17,Moderate,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Angelina,0.03,401,Moderate,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Aransas,0.059,179,Moderate,Medium
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Archer,0,48,High,Medium
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Armstrong,0.5,7,High,Medium
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Atascosa,0.027,868,High,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Austin,0.03,317,High,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Bailey,0,15,High,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Bandera,0.037,165,High,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Bastrop,0.047,590,Moderate,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Baylor,0,16,Low,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Bee,0.148,245,High,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Bell,0.034,2901,High,High
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Bexar,0.025,53224,High,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Blanco,0.022,125,Substantial,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Borden,0,0,High,Low
2022-03-04,original-sources/historical/cpr_orig//cpr_2022-03-11.xlsx,Bosque,0.038,64,Substantial,Low
