Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Anderson,0.507,833,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Andrews,0.534,82,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Angelina,0.374,828,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Aransas,0.389,506,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Archer,0.567,231,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Armstrong,0.4,23,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Atascosa,0.345,2130,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Austin,0.364,582,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Bailey,0.389,20,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Bandera,0.348,334,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Bastrop,0.378,2673,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Baylor,0.457,32,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Bee,0.409,508,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Bell,0.38,6746,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Bexar,0.378,102958,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Blanco,0.338,210,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Borden,1,9,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Bosque,0.457,193,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Bowie,0.474,1275,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Brazoria,0.339,14098,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Brazos,0.351,9040,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Brewster,0.406,34,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Briscoe,0.468,100,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Brooks,0.254,124,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Brown,0.497,465,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Burleson,0.366,541,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Burnet,0.378,836,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Caldwell,0.414,1819,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Calhoun,0.461,462,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Callahan,0.456,172,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Cameron,0.398,8831,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Camp,0.351,188,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Carson,0.464,68,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Cass,0.574,429,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Castro,0.538,224,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Chambers,0.354,1055,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Cherokee,0.352,437,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Childress,0.367,197,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Clay,0.458,126,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Cochran,0.559,62,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Coke,0.517,37,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Coleman,0.493,43,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Collin,0.376,35795,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Collingsworth,0.379,63,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Colorado,0.338,428,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Comal,0.371,3849,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Comanche,0.452,310,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Concho,0.4,18,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Cooke,0.559,503,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Coryell,0.388,1653,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Cottle,0.381,38,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Crane,0.552,32,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Crockett,0.111,22,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Crosby,0.314,54,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Culberson,0.58,49,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Dallam,0.364,36,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Dallas,0.376,91922,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Dawson,0.407,54,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,DeWitt,0.521,414,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Deaf Smith,0.612,123,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Delta,0.456,85,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Denton,0.382,29314,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Dickens,0.25,10,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Dimmit,0.359,878,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Donley,0.4,47,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Duval,0.219,582,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Eastland,0.39,117,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Ector,0.494,2244,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Edwards,0.4,19,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,El Paso,0.368,26217,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Ellis,0.416,5359,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Erath,0.417,715,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Falls,0.552,355,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Fannin,0.213,618,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Fayette,0.379,359,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Fisher,0.214,53,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Floyd,0.556,134,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Foard,0.4,9,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Fort Bend,0.282,37752,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Franklin,0.373,136,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Freestone,0.39,489,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Frio,0.46,405,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Gaines,0.471,59,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Galveston,0.379,14631,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Garza,0.333,89,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Gillespie,0.337,346,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Glasscock,0.667,4,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Goliad,0.351,154,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Gonzales,0.452,243,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Gray,0.422,195,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Grayson,0.431,2779,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Gregg,0.33,2288,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Grimes,0.418,774,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Guadalupe,0.383,3136,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Hale,0.525,710,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Hall,0.425,87,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Hamilton,0.467,263,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Hansford,0.571,32,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Hardeman,0.444,39,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Hardin,0.381,997,High,
2022-01-12,original-sources/historical/cpr_orig//cpr_2022-01-19.xlsx,Harris,0.274,217756,High,
