Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Anderson,0.007,166,Low,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Andrews,0,13,Low,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Angelina,0.029,215,Moderate,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Aransas,0.017,175,Moderate,Medium
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Archer,0.05,31,Moderate,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Armstrong,0,6,Low,Medium
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Atascosa,0.009,687,High,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Austin,0.011,274,Substantial,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Bailey,0,13,High,Medium
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Bandera,0,129,Moderate,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Bastrop,0.024,549,Moderate,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Baylor,0,13,Low,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Bee,0.067,133,High,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Bell,0.018,2555,Moderate,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Bexar,0.016,38597,High,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Blanco,0.041,128,Moderate,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Borden,0,0,High,Medium
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Bosque,0,37,Moderate,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Bowie,0.028,520,Moderate,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Brazoria,0.035,3934,Substantial,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Brazos,0.025,1611,Substantial,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Brewster,0.086,32,Substantial,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Briscoe,0,8,High,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Brooks,0.038,38,Moderate,Medium
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Brown,0,81,High,Medium
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Burleson,0.026,158,Moderate,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Burnet,0.044,192,Substantial,Low
2022-03-21,original-sources/historical/cpr_orig//cpr_2022-03-28.xlsx,Caldwell,0.038,365,Moderate,Low
