Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Anderson,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Andrews,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Angelina,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Aransas,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Archer,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Armstrong,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Atascosa,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Austin,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Bailey,0,,Substantial,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Bandera,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Bastrop,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Baylor,0,,Moderate,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Bee,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Bell,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Bexar,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Blanco,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Borden,0,,Low,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Bosque,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Bowie,0,,High,
2021-08-17,original-sources/historical/cpr_orig//cpr_2021-08-24.xlsx,Brazoria,0,,High,
