Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Anderson,0.065,635,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Andrews,0.119,71,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Angelina,0.137,881,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Aransas,0.163,315,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Archer,0.161,177,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Armstrong,0.105,23,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Atascosa,0.122,1719,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Austin,0.161,636,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Bailey,0.071,26,Substantial,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Bandera,0.119,243,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Bastrop,0.12,1586,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Baylor,0,21,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Bee,0.154,561,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Bell,0.125,6088,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Bexar,0.063,85629,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Blanco,0.121,305,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Borden,0,8,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Bosque,0.182,175,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Bowie,0.138,957,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Brazoria,0.113,9711,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Brazos,0.115,8535,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Brewster,0.125,26,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Briscoe,0.125,17,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Brooks,0.01,315,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Brown,0.224,311,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Burleson,0.102,523,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Burnet,0.098,1398,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Caldwell,0.152,1089,High,
2021-09-24,original-sources/historical/cpr_orig//cpr_2021-10-01.xlsx,Calhoun,0.201,272,High,
