Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Anderson,0.431,941,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Andrews,0.587,121,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Angelina,0.393,835,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Aransas,0.402,523,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Archer,0.498,225,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Armstrong,0.667,22,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Atascosa,0.381,2148,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Austin,0.369,624,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Bailey,0.278,22,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Bandera,0.342,353,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Bastrop,0.385,2853,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Baylor,0.422,39,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Bee,0.413,578,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Bell,0.407,6970,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Bexar,0.368,94756,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Blanco,0.372,207,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Borden,0.5,10,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Bosque,0.474,219,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Bowie,0.425,1397,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Brazoria,0.343,13187,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Brazos,0.35,9718,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Brewster,0.429,35,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Briscoe,0.436,96,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Brooks,0.267,140,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Brown,0.483,467,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Burleson,0.398,516,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Burnet,0.405,787,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Caldwell,0.438,1752,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Calhoun,0.409,447,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Callahan,0.495,169,High,
2022-01-14,original-sources/historical/cpr_orig//cpr_2022-01-21.xlsx,Cameron,0.397,8771,High,
