Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Anderson,0.053,1019,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Andrews,0.139,43,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Angelina,0.099,752,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Aransas,0.186,223,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Archer,0.223,150,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Armstrong,0.091,19,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Atascosa,0.104,1674,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Austin,0.181,492,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Bailey,0.059,18,Substantial,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Bandera,0.192,236,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Bastrop,0.129,1503,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Baylor,0,18,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Bee,0.049,741,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Bell,0.109,5855,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Bexar,0.049,82100,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Blanco,0.147,282,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Borden,0,4,Low,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Bosque,0.149,167,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Bowie,0.072,978,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Brazoria,0.095,8320,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Brazos,0.089,7231,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Brewster,0.25,30,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Briscoe,0.13,33,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Brooks,0.01,210,Substantial,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Brown,0.114,292,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Burleson,0.114,392,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Burnet,0.111,751,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Caldwell,0.088,1095,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Calhoun,0.08,203,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Callahan,0.2,169,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Cameron,0.078,5033,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Camp,0.145,90,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Carson,0.15,40,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Cass,0.15,195,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Castro,0.165,119,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Chambers,0.101,742,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Cherokee,0.069,644,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Childress,0.217,67,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Clay,0.288,149,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Cochran,0.222,35,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Coke,0.068,62,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Coleman,0.279,54,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Collin,0.08,20245,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Collingsworth,0,18,Substantial,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Colorado,0.075,220,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Comal,0.115,2994,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Comanche,0.159,200,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Concho,0.167,6,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Cooke,0.112,286,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Coryell,0.097,1736,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Cottle,0.273,12,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Crane,0.536,38,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Crockett,0,3,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Crosby,0.167,41,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Culberson,0.091,13,Substantial,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Dallam,0.07,255,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Dallas,0.088,54123,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Dawson,0.046,201,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,DeWitt,0.201,163,High,
2021-10-01,original-sources/historical/cpr_orig//cpr_2021-10-08.xlsx,Deaf Smith,0.098,43,High,
