Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Anderson,0.171,405,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Andrews,0.235,31,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Angelina,0.198,599,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Aransas,0.325,430,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Archer,0.183,120,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Armstrong,0.4,10,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Atascosa,0.171,1414,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Austin,0.219,433,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Bailey,0.083,19,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Bandera,0.239,242,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Bastrop,0.225,949,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Baylor,0.333,15,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Bee,0.308,396,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Bell,0.193,3751,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Bexar,0.175,69298,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Blanco,0.287,200,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Borden,0,3,Low,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Bosque,0.321,135,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Bowie,0.195,915,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Brazoria,0.191,7208,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Brazos,0.211,4691,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Brewster,0.294,22,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Briscoe,0.364,27,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Brooks,0.182,75,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Brown,0.262,161,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Burleson,0.149,276,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Burnet,0.262,484,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Caldwell,0.273,1012,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Calhoun,0.173,220,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Callahan,0.151,90,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Cameron,0.227,7162,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Camp,0.175,85,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Carson,0.316,45,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Cass,0.466,289,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Castro,0.111,109,High,
2022-02-07,original-sources/historical/cpr_orig//cpr_2022-02-14.xlsx,Chambers,0.235,883,High,
