Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Anderson,0,56,Low,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Andrews,0,8,Low,Medium
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Angelina,0.067,106,Moderate,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Aransas,0.077,103,High,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Archer,0,18,Substantial,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Armstrong,0,2,Low,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Atascosa,0.019,187,Moderate,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Austin,0,88,Moderate,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Bailey,0,4,Low,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Bandera,0.074,75,Moderate,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Bastrop,0.048,206,Moderate,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Baylor,0,5,Substantial,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Bee,0.122,60,High,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Bell,0.032,1054,Moderate,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Bexar,0.065,9159,Substantial,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Blanco,0.026,63,Substantial,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Borden,0,3,Low,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Bosque,0.077,20,Moderate,Low
2022-04-25,original-sources/historical/cpr_orig//cpr_2022-05-02.xlsx,Bowie,0.034,118,Substantial,Low
