Date,file_path,County,TPR,Tests,Transmission_Level,Community_Level
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Anderson,0.104,166,High,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Andrews,0.333,11,High,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Angelina,0.052,102,Moderate,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Aransas,0.102,89,High,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Archer,0.077,16,Moderate,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Armstrong,0.143,9,High,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Atascosa,0.036,114,Moderate,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Austin,0.046,121,Substantial,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Bailey,0,7,Low,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Bandera,0.114,44,High,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Bastrop,0.062,411,Moderate,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Baylor,0.182,11,High,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Bee,0,44,Moderate,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Bell,0.093,1964,Substantial,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Bexar,0.062,8249,Substantial,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Blanco,0.156,47,High,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Borden,0,2,Low,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Bosque,0.053,44,Moderate,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Bowie,0.079,255,Moderate,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Brazoria,0.034,2536,Moderate,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Brazos,0.061,1181,Moderate,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Brewster,0.042,29,Moderate,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Briscoe,0,10,Low,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Brooks,0,19,Moderate,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Brown,0.043,26,Moderate,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Burleson,0.014,186,Substantial,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Burnet,0.081,221,Substantial,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Caldwell,0.08,279,Substantial,Low
2022-10-27,original-sources/historical/cpr_orig//cpr_2022-11-03.xlsx,Calhoun,0.07,68,Moderate,Low
