TSA,Hospital_Beds_Staffed,Hospital_Beds_Available,ICU_Beds_Available,Ventilators_Available,Current_Cases
A,941,268,6,153,20
B,1547,417,33,271,32
C,1207,311,7,102,5
D,904,253,4,100,14
E,15869,2087,249,2159,294
F,1035,360,45,91,25
G,2811,763,47,274,58
H,584,143,18,127,15
I,2083,393,40,245,66
J,1752,696,29,293,18
K,856,335,20,105,8
L,1085,125,11,107,23
M,643,141,8,60,18
N,586,70,5,67,21
O,4416,736,82,365,86
P,6280,698,92,791,152
Q,14587,1821,140,1483,468
R,1876,290,14,259,40
S,619,237,14,49,38
T,420,59,2,70,14
U,1799,754,47,192,38
V,2971,712,57,438,113
