"TSA","Hospital_Beds_Staffed","Hospital_Beds_Available","ICU_Beds_Available","Ventilators_Available","Current_Cases"
"Panhandle RAC",286,28,130,45,661
"BRAC",338,22,263,62,1089
"North Texas RAC",344,14,125,14,827
"Big Country RAC",267,5,106,18,553
"North Central Texas RAC",1920,188,2163,870,13214
"Northeast Texas RAC",365,23,95,37,620
"Piney Woods RAC",806,44,344,127,1899
"Deep East Texas RAC",176,13,98,43,399
"Far West Texas & Southern New Mexico RAC",357,47,310,236,1631
"Texas ""J"" RAC",600,29,279,48,894
"Concho Valley RAC",329,17,145,8,335
"Central Texas RAC",143,17,109,47,891
"Central Texas RAC",145,8,62,37,442
"Brazos Valley RAC",100,2,71,41,417
"Capital Area Trauma RAC",717,64,349,248,3593
"Southwest Texas RAC",920,118,810,339,4914
"Southeast Texas Trauma RAC",1733,125,1410,1389,12162
"East Texas Gulf Coast RAC",380,9,341,192,1590
"Golden Crescent RAC",255,28,68,37,309
"Seven Flags RAC",90,14,94,29,342
"Coastal Bend RAC",538,27,183,103,1095
"Lower Rio Grande Valley RAC",942,178,436,259,2246
