TSA,Hospital_Beds_Staffed,Hospital_Beds_Available,ICU_Beds_Available,Ventilators_Available,Current_Cases
A,1013,256,16,104,175
B,1405,221,9,171,278
C,1168,236,2,117,121
D,864,200,1,84,164
E,15667,1227,70,1703,3639
F,843,116,1,59,194
G,2805,534,7,129,820
H,525,164,4,74,161
I,1919,216,10,256,117
J,1764,537,20,252,268
K,869,340,13,122,74
L,1075,108,5,153,221
M,607,76,0,51,201
N,579,39,0,66,150
O,4240,494,2,360,666
P,6571,725,71,604,1229
Q,15178,1550,100,1290,3323
R,1618,124,0,197,523
S,570,125,5,58,174
T,418,23,3,80,66
U,1287,30,0,99,453
V,2862,484,23,264,528
