"TSA","Hospital_Beds_Staffed","Hospital_Beds_Available","ICU_Beds_Available","Ventilators_Available","Current_Cases"
"A",1006,352,27,155,116
"B",1613,376,36,251,129
"C",1254,353,11,140,67
"D",1032,263,4,95,79
"E",16950,1604,123,1907,2683
"F",1092,373,22,77,131
"G",3141,831,29,309,385
"H",623,172,8,89,88
"I",2291,430,40,348,402
"J",1812,624,36,229,113
"K",829,293,17,143,46
"L",1213,166,17,79,148
"M",683,135,10,65,103
"N",633,95,0,61,85
"O",4489,775,75,344,513
"P",6977,924,89,691,1134
"Q",14603,1504,74,1263,2305
"R",2037,294,10,269,334
"S",688,273,17,48,112
"T",505,23,6,72,179
"U",1759,549,24,191,197
"V",3555,745,43,367,608
