"TSA","Hospital_Beds_Staffed","Hospital_Beds_Available","ICU_Beds_Available","Ventilators_Available","Current_Cases"
"Panhandle RAC",1062,292,33,139,44
"BRAC",1553,424,43,234,33
"North Texas RAC",1264,343,17,127,8
"Big Country RAC",937,260,10,107,15
"North Central Texas RAC",15999,2213,248,2216,576
"Northeast Texas RAC",1074,417,38,92,15
"Piney Woods RAC",3117,1059,63,365,69
"Deep East Texas RAC",536,203,11,91,18
"Far West Texas & Southern New Mexico RAC",2160,414,64,298,179
"Texas ""J"" RAC",1666,660,29,271,31
"Concho Valley RAC",864,334,23,167,5
"Central Texas RAC",1121,172,17,118,47
"Central Texas RAC",587,104,7,64,36
"Brazos Valley RAC",563,91,0,74,31
"Capital Area Trauma RAC",4519,840,90,338,192
"Southwest Texas RAC",6493,1045,117,820,238
"Southeast Texas Trauma RAC",14494,1849,110,1496,1112
"East Texas Gulf Coast RAC",1984,376,23,367,179
"Golden Crescent RAC",626,288,25,68,24
"Seven Flags RAC",508,123,18,90,10
"Coastal Bend RAC",1719,534,33,190,72
"Lower Rio Grande Valley RAC",3344,962,135,468,170
