"TSA","Hospital_Beds_Staffed","Hospital_Beds_Available","ICU_Beds_Available","Ventilators_Available","Current_Cases"
"Panhandle RAC",274,7,149,25,569
"BRAC",351,16,238,34,1067
"North Texas RAC",294,7,91,6,843
"Big Country RAC",276,6,99,12,431
"North Central Texas RAC",2153,225,2277,484,12005
"Northeast Texas RAC",441,42,100,30,507
"Piney Woods RAC",889,48,299,99,1779
"Deep East Texas RAC",198,20,113,36,321
"Far West Texas & Southern New Mexico RAC",350,34,282,178,1433
"Texas ""J"" RAC",651,36,278,40,774
"Concho Valley RAC",353,20,122,4,325
"Central Texas RAC",171,16,121,55,781
"Central Texas RAC",166,14,77,13,391
"Brazos Valley RAC",119,7,70,29,321
"Capital Area Trauma RAC",646,58,336,142,3226
"Southwest Texas RAC",900,115,847,254,4671
"Southeast Texas Trauma RAC",2155,129,1504,843,11231
"East Texas Gulf Coast RAC",335,12,279,118,1415
"Golden Crescent RAC",306,20,70,32,250
"Seven Flags RAC",67,4,91,25,331
"Coastal Bend RAC",596,28,198,74,1005
"Lower Rio Grande Valley RAC",868,83,449,185,2104
