"TSA","Hospital_Beds_Staffed","Hospital_Beds_Available","ICU_Beds_Available","Ventilators_Available","Current_Cases"
"Panhandle RAC",301,11,149,25,585
"BRAC",342,20,243,27,1100
"North Texas RAC",290,6,92,7,839
"Big Country RAC",253,11,102,16,468
"North Central Texas RAC",1906,210,2207,493,12883
"Northeast Texas RAC",402,45,101,20,569
"Piney Woods RAC",824,33,294,93,1937
"Deep East Texas RAC",141,16,128,41,381
"Far West Texas & Southern New Mexico RAC",304,39,266,169,1562
"Texas ""J"" RAC",663,33,274,39,819
"Concho Valley RAC",334,22,116,5,341
"Central Texas RAC",153,14,116,34,900
"Central Texas RAC",132,10,75,19,464
"Brazos Valley RAC",91,8,91,30,367
"Capital Area Trauma RAC",617,52,343,158,3471
"Southwest Texas RAC",717,85,809,262,4867
"Southeast Texas Trauma RAC",1841,151,1552,924,12173
"East Texas Gulf Coast RAC",334,15,291,125,1462
"Golden Crescent RAC",273,22,69,35,284
"Seven Flags RAC",48,3,93,17,371
"Coastal Bend RAC",616,32,193,71,1008
"Lower Rio Grande Valley RAC",835,61,452,183,2228
