"TSA","Hospital_Beds_Staffed","Hospital_Beds_Available","ICU_Beds_Available","Ventilators_Available","Current_Cases"
"Panhandle RAC",326,34,142,20,548
"BRAC",417,44,259,42,971
"North Texas RAC",352,9,119,6,834
"Big Country RAC",290,11,100,13,469
"North Central Texas RAC",2297,265,2260,561,11833
"Northeast Texas RAC",462,39,100,16,505
"Piney Woods RAC",1124,68,340,65,1627
"Deep East Texas RAC",239,13,122,24,329
"Far West Texas & Southern New Mexico RAC",376,56,303,151,1432
"Texas ""J"" RAC",672,24,288,31,771
"Concho Valley RAC",397,21,151,0,282
"Central Texas RAC",173,23,127,48,854
"Central Texas RAC",210,16,68,16,352
"Brazos Valley RAC",129,4,82,37,322
"Capital Area Trauma RAC",884,107,362,182,3095
"Southwest Texas RAC",1215,132,831,218,4285
"Southeast Texas Trauma RAC",2070,113,1478,1041,11072
"East Texas Gulf Coast RAC",445,31,306,133,1322
"Golden Crescent RAC",335,26,58,14,256
"Seven Flags RAC",81,9,87,15,314
"Coastal Bend RAC",658,36,193,73,952
"Lower Rio Grande Valley RAC",989,88,434,176,2054
