"TSA","Hospital_Beds_Staffed","Hospital_Beds_Available","ICU_Beds_Available","Ventilators_Available","Current_Cases"
"Panhandle RAC",288,25,153,28,560
"BRAC",358,26,259,35,958
"North Texas RAC",341,10,132,11,810
"Big Country RAC",266,2,96,16,542
"North Central Texas RAC",2111,241,2244,535,12399
"Northeast Texas RAC",471,44,97,24,538
"Piney Woods RAC",899,59,308,79,1737
"Deep East Texas RAC",172,12,118,26,353
"Far West Texas & Southern New Mexico RAC",401,70,305,179,1447
"Texas ""J"" RAC",624,27,270,44,791
"Concho Valley RAC",374,25,140,4,314
"Central Texas RAC",113,19,121,44,883
"Central Texas RAC",123,11,69,26,452
"Brazos Valley RAC",99,10,81,38,378
"Capital Area Trauma RAC",828,88,348,179,3220
"Southwest Texas RAC",874,103,828,246,4692
"Southeast Texas Trauma RAC",1874,139,1514,1053,11217
"East Texas Gulf Coast RAC",348,17,279,146,1392
"Golden Crescent RAC",283,25,69,28,279
"Seven Flags RAC",102,20,92,14,306
"Coastal Bend RAC",633,30,199,63,989
"Lower Rio Grande Valley RAC",974,132,449,184,2064
