"TSA","Hospital_Beds_Staffed","Hospital_Beds_Available","ICU_Beds_Available","Ventilators_Available","Current_Cases"
"Panhandle RAC",303,28,145,21,621
"BRAC",343,28,266,39,1038
"North Texas RAC",286,4,132,9,902
"Big Country RAC",256,6,98,16,606
"North Central Texas RAC",1813,178,2229,565,13051
"Northeast Texas RAC",418,34,99,22,544
"Piney Woods RAC",901,55,322,56,1839
"Deep East Texas RAC",157,13,123,25,393
"Far West Texas & Southern New Mexico RAC",339,61,291,164,1549
"Texas ""J"" RAC",683,30,294,28,853
"Concho Valley RAC",324,20,157,0,353
"Central Texas RAC",147,21,119,47,948
"Central Texas RAC",139,10,69,16,453
"Brazos Valley RAC",81,3,80,34,394
"Capital Area Trauma RAC",866,104,360,181,3402
"Southwest Texas RAC",807,99,842,235,4794
"Southeast Texas Trauma RAC",1700,93,1363,981,11608
"East Texas Gulf Coast RAC",351,18,281,133,1533
"Golden Crescent RAC",302,26,63,18,278
"Seven Flags RAC",86,11,89,19,356
"Coastal Bend RAC",600,32,192,70,1008
"Lower Rio Grande Valley RAC",958,88,433,177,2211
