TSA,Hospital_Beds_Staffed,Hospital_Beds_Available,ICU_Beds_Available,Ventilators_Available,Current_Cases
A,1030,267,21,104,175
B,1394,232,7,188,284
C,1170,225,3,117,126
D,864,192,1,84,165
E,15623,1283,77,1929,3525
F,835,121,1,59,194
G,2816,513,7,140,814
H,632,192,19,78,167
I,1915,234,4,262,121
J,1712,536,13,247,269
K,866,335,10,126,74
L,1135,99,4,129,218
M,596,63,0,34,202
N,564,35,0,66,143
O,4120,488,2,351,678
P,6526,681,82,600,1221
Q,14433,1418,59,1119,3344
R,1873,175,2,224,550
S,566,132,2,58,173
T,408,16,2,82,68
U,1318,29,0,120,443
V,2796,465,18,271,545
