TSA,Hospital_Beds_Staffed,Hospital_Beds_Available,ICU_Beds_Available,Ventilators_Available,Current_Cases
A,926,261,8,151,28
B,1556,400,31,239,53
C,1212,283,6,109,11
D,833,231,3,97,11
E,15136,2100,228,2226,458
F,1069,404,47,99,19
G,2912,848,55,263,68
H,479,114,17,127,18
I,2003,332,33,268,87
J,1633,693,29,306,30
K,884,381,22,104,7
L,1106,145,13,108,37
M,625,192,17,66,17
N,562,106,10,67,17
O,4295,691,79,369,106
P,6151,809,121,783,199
Q,14321,2038,157,1425,670
R,1666,321,44,222,74
S,600,252,20,62,49
T,398,55,10,89,12
U,1772,712,54,194,43
V,2930,792,66,414,143
